ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working hours,TRANSLATE,CONVERT,REDONDEAR
3,3,3,2,4,4,2,2,2,3,3,3,4,2,3,3,2,1962,2,1,9,2,4,50-60,50-60,60,60
3,4,3,2,4,3,2,2,2,1,4,4,3,2,3,2,1,1971,2,1,1,1,3,47,47,47,47
2,3,3,2,3,2,2,2,2,3,4,4,4,4,4,3,1,1975,2,1,9,2,5,38,38,38,38
3,2,1,3,1,1,1,3,4,3,3,2,1,2,1,1,2,1988,2,1,2,4,3,50,50,50,50
3,3,3,3,3,2,2,2,2,3,3,3,3,2,3,2,1,1969,2,1,2,2,6,50,50,50,50
2,1,1,3,3,1,1,4,3,3,4,2,2,2,3,4,2,1991,2,1,9,3,1,35,35,35,35
2,2,3,3,2,2,2,3,3,3,3,3,2,1,1,1,2,1980,2,1,9,3,5,40,40,40,40
3,3,2,2,3,3,3,2,3,3,4,3,4,4,3,3,2,1985,2,1,9,4,3,40,40,40,40
2,2,2,2,2,2,2,2,3,1,3,2,3,3,3,2,1,1985,2,1,9,4,1,20,20,20,20
3,2,2,2,2,2,2,2,2,2,4,3,3,4,3,2,2,1978,5,1,2,1,2,40,40,40,40
2,2,3,4,2,2,2,3,3,1,4,4,1,1,2,1,2,1984,2,1,2,1,2,40,40,40,40
2,2,3,3,3,1,1,3,3,3,3,2,2,1,2,1,2,1973,2,1,9,3,2,25,25,25,25
2,2,2,2,3,4,4,2,3,2,3,3,2,2,2,2,2,1979,2,1,2,4,3,42,42,42,42
2,3,2,3,2,2,3,3,3,4,3,1,1,1,1,1,1,1969,2,1,9,4,4,40,40,40,40
1,3,1,3,4,4,4,3,2,2,4,1,2,2,3,3,2,1988,2,1,9,4,2,25,25,25,25
3,3,3,3,2,1,1,4,4,4,4,2,2,2,3,1,2,1951,9,1,9,4,6,40-50,40-50,50,50
2,3,2,4,2,2,2,3,3,3,3,2,2,1,2,2,1,1985,2,3,2,2,3,40,40,40,40
3,2,3,3,2,2,2,3,3,1,4,3,2,1,2,2,2,1989,2,1,2,4,2,45,45,45,45
3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,1,1954,1,1,2,3,6,60,60,60,60
2,2,1,3,2,2,2,3,3,2,3,2,2,1,1,1,1,1953,1,2,2,1,5,45,45,45,45
2,3,2,3,2,2,1,2,3,1,4,3,2,2,2,1,2,1987,2,2,9,4,2,50,50,50,50
2,2,2,1,4,2,3,2,2,2,4,4,4,3,4,3,2,1974,2,1,9,4,2,20,20,20,20
3,4,3,2,4,3,4,2,2,2,4,4,4,2,3,3,2,1981,2,1,9,4,1,40,40,40,40
1,2,1,3,3,2,2,3,3,4,3,2,2,1,2,2,2,1989,2,1,9,4,2,35,35,35,35
3,3,2,1,4,4,4,1,1,1,4,4,4,4,4,5,2,1977,2,1,1,4,1,9,9,9,9
4,3,4,3,4,3,1,2,4,3,4,3,2,3,3,2,2,1965,9,1,7,3,6,60,60,60,60
2,2,2,3,2,2,2,3,3,2,4,3,4,4,3,2,1,1989,2,1,8,4,2,40,40,40,40
3,4,3,2,4,3,3,2,1,1,4,4,4,4,4,3,2,1973,1,1,2,1,1,55,55,55,55
4,2,2,3,4,2,4,2,3,1,3,3,2,2,3,3,2,1988,2,2,3,1,2,50,50,50,50
3,3,2,3,3,3,2,3,2,1,4,4,4,3,4,2,2,1963,1,1,2,2,3,60,60,60,60
1,1,1,3,2,1,2,3,3,2,3,3,2,1,1,3,2,1984,2,1,9,4,1,40,40,40,40
4,4,4,3,2,1,1,2,4,2,3,3,3,3,3,2,2,1977,2,1,2,1,5,50,50,50,50
3,3,3,4,3,2,1,2,1,2,4,4,3,2,2,1,1,1959,1,1,10,4,6,60,60,60,60
3,3,3,3,2,2,1,3,2,2,5,4,3,2,4,1,1,1962,1,1,4,1,3,60,60,60,60
3,3,3,4,1,2,1,4,4,4,2,2,3,1,2,2,2,1974,1,1,2,1,4,45,45,45,45
1,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,1,1952,1,1,5,4,1,20,20,20,20
3,2,3,3,3,2,2,2,2,2,4,4,4,4,4,4,2,1989,2,2,2,4,2,48,48,48,48
3,3,2,3,2,2,1,2,3,3,3,4,4,4,4,3,1,1951,2,3,1,4,5,41,41,41,41
3,2,3,2,3,2,2,2,2,1,4,3,4,4,4,4,2,1984,2,1,9,4,1,50-60,50-60,60,60
2,2,2,4,1,1,1,4,4,3,2,1,1,1,2,1,2,1984,2,1,2,4,3,50,50,50,50
3,3,3,1,2,2,2,2,3,2,4,4,4,4,4,4,2,1970,2,2,2,1,5,45,45,45,45
2,2,3,1,4,3,4,1,1,3,5,4,3,3,3,4,2,1963,2,1,9,1,2,15,15,15,15
3,3,3,3,3,3,3,3,2,2,4,3,2,1,3,2,2,1982,3,1,9,1,1,40,40,40,40
3,4,4,2,3,3,2,1,3,3,3,3,3,1,2,2,1,1961,2,1,9,2,4,55,55,55,55
3,2,2,2,4,1,1,2,2,2,3,3,2,2,2,1,2,1968,2,1,10,4,3,35,35,35,35
1,2,1,3,2,1,1,3,3,3,2,1,1,1,1,1,1,1990,2,1,9,1,1,30,30,30,30
3,3,2,2,3,2,1,2,2,2,4,3,3,3,4,4,2,1988,2,1,1,1,3,70,70,70,70
3,2,2,2,2,1,1,2,2,2,4,4,4,2,3,2,2,1970,1,3,1,2,1,45,45,45,45
3,2,2,4,1,2,1,2,3,3,4,3,4,1,3,1,1,1954,1,2,2,1,3,50,50,50,50
3,3,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,1977,2,1,9,2,5,42,42,42,42
3,2,2,3,3,3,2,3,2,3,3,2,2,1,3,1,2,1982,4,1,2,2,3,40,40,40,40
2,2,2,1,2,3,3,2,3,3,4,4,5,4,4,4,2,1989,2,1,2,4,3,45,45,45,45
3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,1,2,1977,2,1,2,1,2,20,20,20,20
4,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,2,1988,2,1,2,3,1,55,55,55,55
2,3,2,3,4,3,2,2,3,2,3,4,2,2,4,2,1,1974,1,1,2,1,5,42,42,42,42
3,3,3,3,3,1,2,2,2,1,4,4,3,3,3,2,1,1980,1,1,2,1,4,60-70,60-70,70,70
3,2,2,2,3,2,2,2,3,1,3,2,1,1,1,1,2,1982,2,1,1,2,1,30,30,30,30
3,3,3,3,3,2,1,3,2,3,3,1,2,1,1,1,1,1954,2,1,2,2,6,45,45,45,45
4,3,3,1,4,4,2,1,1,1,4,4,4,4,4,4,2,1976,5,1,3,4,1,,#VALUE!,#VALUE!,0
4,3,1,2,2,1,1,3,3,1,3,3,2,1,2,1,1,1988,2,2,9,2,1,25,25,25,25
3,3,2,2,3,3,3,2,2,2,3,3,2,1,2,1,2,1987,2,1,9,4,1,25,25,25,25
3,2,2,3,2,1,1,2,2,2,3,2,2,1,3,1,1,1963,1,1,15,2,6,60,60,60,60
3,3,3,4,3,2,1,3,1,2,4,4,4,4,3,3,2,1964,2,3,9,4,3,50,50,50,50
1,1,2,3,3,3,1,3,3,3,2,3,2,2,2,2,2,1964,1,1,4,2,3,40,40,40,40
3,3,2,2,3,2,2,2,2,2,4,4,4,3,4,2,1,1956,1,1,2,3,6,60,60,60,60
3,3,3,2,3,2,2,1,2,3,4,3,3,2,2,1,2,1987,2,1,9,4,3,44,44,44,44
3,3,3,1,4,4,4,1,1,2,4,4,4,4,4,3,2,1977,2,1,2,4,3,40,40,40,40
3,3,2,1,3,1,1,1,2,3,2,1,4,2,3,1,2,1963,2,1,2,4,2,24,24,24,24
3,4,4,3,4,4,4,3,1,1,3,2,2,1,2,1,1,1986,2,4,9,4,2,30,30,30,30
3,4,4,4,3,4,2,2,3,1,5,2,4,4,4,4,2,1978,2,1,1,3,3,40,40,40,40
2,3,3,4,3,1,2,2,2,2,4,1,1,1,1,2,1,1984,4,1,2,4,3,41,41,41,41
2,2,2,4,2,2,2,3,3,3,3,2,3,2,2,2,2,1972,2,1,1,3,4,40,40,40,40
3,3,2,3,4,3,3,2,1,1,4,4,3,2,2,3,2,1980,2,1,9,4,3,43,43,43,43
3,3,3,2,3,2,2,2,2,2,3,2,4,3,4,2,2,1986,2,1,10,4,2,32,32,32,32
2,3,3,1,2,1,1,2,3,2,3,2,2,2,2,2,1,1978,2,1,8,1,1,50,50,50,50
3,2,4,3,2,2,2,3,3,3,4,4,1,1,3,1,1,1988,2,1,15,1,2,45-50,45-50,50,50
4,4,4,2,4,3,1,2,2,1,4,5,5,4,4,3,2,1988,2,1,3,4,1,62,62,62,62
4,4,3,1,3,3,2,2,2,2,4,4,4,4,4,3,2,1968,1,1,2,3,4,55,55,55,55
4,4,4,2,3,3,3,1,2,1,4,4,4,4,4,2,2,1982,1,1,9,2,3,70,70,70,70
3,3,3,2,3,3,3,2,2,2,3,3,4,2,2,3,2,1985,2,2,9,4,2,35,35,35,35
2,3,2,3,4,3,3,1,1,1,5,3,4,3,3,2,2,1977,1,1,2,1,2,50,50,50,50
3,3,3,2,2,2,1,2,2,2,4,4,4,4,4,3,2,1983,2,1,7,1,1,30,30,30,30
1,1,2,4,2,2,2,3,3,3,3,2,2,1,2,2,1,1957,2,1,2,1,5,40,40,40,40
3,3,2,4,2,2,3,3,3,3,4,4,3,3,3,2,2,1964,2,1,2,1,1,,#VALUE!,#VALUE!,0
3,3,2,2,2,1,1,2,3,1,3,3,4,4,4,2,2,1986,2,1,9,4,2,60,60,60,60
3,2,3,2,3,3,2,2,2,1,3,4,3,2,3,2,2,1992,5,1,9,4,1,,#VALUE!,#VALUE!,0
4,3,2,1,3,2,2,1,2,1,4,3,3,3,3,2,2,1987,2,1,10,4,2,45,45,45,45
2,2,2,2,3,2,2,2,2,3,2,2,2,1,2,2,1,1955,2,1,4,1,4,45,45,45,45
4,4,3,3,3,4,4,2,3,1,4,5,4,4,5,5,2,1973,2,1,2,1,2,35,35,35,35
3,3,3,2,3,2,2,2,2,2,4,4,4,3,4,3,2,1980,2,1,9,1,5,60,60,60,60
3,4,4,3,3,3,1,3,3,3,4,3,4,4,3,3,2,1969,2,1,1,2,3,40,40,40,40
3,2,3,3,4,2,1,3,1,2,3,2,4,2,3,1,2,1984,2,2,2,1,2,40,40,40,40
4,3,4,1,3,1,1,1,1,1,4,4,4,4,4,4,2,1975,1,1,4,1,3,60,60,60,60
3,3,3,1,3,4,3,2,2,1,4,4,4,3,3,1,2,1988,2,1,9,1,2,40,40,40,40
2,2,2,3,3,2,3,3,2,2,3,3,2,2,2,1,2,1979,3,1,2,1,2,20,20,20,20
3,3,2,3,2,2,4,3,2,2,4,3,3,1,3,1,2,1989,2,1,3,4,2,35,35,35,35
3,3,3,3,1,2,2,3,3,4,3,3,3,3,3,2,1,1954,1,2,7,4,6,55,55,55,55
3,4,4,2,4,3,4,2,3,4,5,4,3,1,4,1,2,1985,2,1,2,4,3,45,45,45,45
1,3,1,4,2,3,3,3,2,4,4,3,2,2,2,1,1,1988,2,1,1,2,3,40,40,40,40
4,4,4,1,4,4,4,1,1,1,5,4,4,4,4,4,2,1965,2,1,9,4,3,60-80,60-80,80,80
4,3,4,2,4,3,4,2,1,2,4,3,3,2,2,1,2,1988,2,1,2,4,2,55,55,55,55
3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,1,2,1966,2,1,9,4,6,40,40,40,40
2,2,3,4,2,1,1,4,4,4,3,2,2,1,1,1,2,1971,1,1,1,2,4,40,40,40,40
2,3,2,3,2,1,1,3,3,2,4,2,1,1,1,1,1,1981,2,2,2,4,1,40,40,40,40
3,2,4,3,3,1,1,2,2,1,5,4,4,4,4,3,2,1982,2,1,1,3,2,40,40,40,40
3,2,4,2,2,1,1,2,3,1,4,3,2,3,4,2,2,1968,2,1,9,1,3,80,80,80,80
3,3,3,2,2,2,2,2,2,2,4,3,3,2,3,2,2,1978,2,1,9,4,3,60,60,60,60
3,2,3,3,3,2,3,2,2,2,3,3,3,2,2,2,2,1977,1,1,2,3,2,20-30,20-30,30,30
3,3,3,2,3,2,1,2,2,1,4,4,3,2,3,2,2,1975,1,1,1,1,2,50,50,50,50
2,2,2,2,2,3,2,2,2,2,4,3,2,1,2,2,1,1959,1,1,7,3,6,60,60,60,60
4,4,4,3,3,1,1,3,3,2,4,4,4,4,4,3,2,1983,2,1,7,1,3,60,60,60,60
2,2,2,2,3,2,2,3,2,3,4,3,2,1,1,1,2,1988,2,1,9,2,2,30,30,30,30
1,2,1,3,2,1,1,2,2,2,2,2,1,1,2,1,1,1943,7,1,13,2,1,10,10,10,10
4,4,4,1,3,3,2,2,2,1,4,4,4,5,4,4,2,1986,2,1,10,2,3,50-60,50-60,60,60
2,3,2,3,2,1,1,3,3,3,4,2,3,3,3,2,2,1974,2,1,2,4,3,60,60,60,60
3,3,2,2,3,2,1,2,3,1,4,4,4,2,3,2,2,1985,2,1,9,1,2,50-60,50-60,60,60
3,1,1,3,1,1,1,2,3,3,3,3,1,2,2,1,2,1986,2,2,12,1,3,60,60,60,60
1,1,3,3,3,1,1,2,3,4,4,1,4,1,4,4,2,1990,2,1,6,1,2,20,20,20,20
3,3,2,1,4,2,2,2,2,2,3,4,4,3,3,4,2,1989,9,1,13,4,2,40,40,40,40
3,3,2,3,2,2,1,3,3,2,4,4,4,3,3,4,2,1984,2,3,10,4,3,30,30,30,30
3,2,4,2,4,3,2,2,2,1,4,3,4,3,4,3,1,1963,2,1,2,4,4,ca. 50,approximately 50,50,50
2,2,3,3,2,3,2,3,3,4,2,2,2,3,1,1,2,1984,2,1,9,2,5,40,40,40,40
3,4,2,3,2,2,2,3,3,1,5,4,4,3,4,4,2,1987,2,2,9,4,2,70,70,70,70
2,2,1,3,2,2,2,3,3,3,3,2,2,2,2,2,2,1988,2,1,13,2,2,20,20,20,20
3,3,3,3,2,2,1,3,3,2,3,3,2,1,2,2,1,1953,2,1,2,1,6,45-50,45-50,50,50
2,2,1,3,2,1,1,4,4,4,2,2,1,1,2,2,2,1982,2,1,4,1,3,30,30,30,30
4,4,4,2,2,4,1,2,2,3,5,5,5,5,5,5,2,1982,2,1,1,4,4,70,70,70,70
3,3,3,3,1,1,1,3,4,3,4,3,3,3,2,2,2,1976,1,2,2,2,6,70,70,70,70
2,3,3,3,2,2,2,3,3,1,4,3,3,2,4,3,2,1974,2,1,2,2,4,40,40,40,40
4,3,4,2,4,4,4,1,2,2,5,4,4,4,4,3,2,1977,2,1,4,1,2,50,50,50,50
3,4,3,3,2,2,1,2,2,3,4,3,5,3,3,2,2,1974,1,1,15,3,6,60,60,60,60
2,2,2,2,4,4,4,2,2,2,3,2,4,3,3,2,2,1980,4,1,15,1,2,"Elternzeit, sonst 30","Parental leave, otherwise 30",30,30
4,3,3,3,2,2,1,3,4,4,2,2,1,1,2,2,2,1960,1,1,2,3,6,70,70,70,70
3,3,2,2,3,2,2,2,2,2,5,4,3,3,3,3,2,1987,2,1,10,2,3,55,55,55,55
2,1,2,3,2,2,1,4,3,3,4,3,2,2,2,1,1,1984,2,1,2,4,2,50,50,50,50
4,4,3,4,3,2,1,3,3,3,2,3,3,2,2,3,2,1964,2,1,9,1,5,50,50,50,50
3,3,2,3,2,2,2,3,3,2,4,3,3,2,2,2,1,1981,2,1,9,1,3,50,50,50,50
3,2,3,2,2,2,2,2,3,2,4,4,4,4,4,3,2,1978,2,1,14,3,5,60-80,60-80,80,80
3,3,3,4,3,2,1,2,2,3,4,3,4,1,3,3,2,1986,2,1,9,4,2,40,40,40,40
4,4,2,3,4,3,3,4,2,1,5,3,4,4,4,2,2,1990,2,1,2,1,2,45,45,45,45
4,2,3,4,1,1,1,2,4,2,4,4,2,2,2,2,1,1977,1,1,10,3,6,60,60,60,60
2,3,3,3,3,1,1,2,2,2,3,3,3,2,3,3,2,1984,1,1,2,4,3,50,50,50,50
3,4,3,2,3,3,3,1,1,1,5,4,4,4,4,4,2,1964,1,1,7,1,2,,#VALUE!,#VALUE!,0
1,2,2,1,3,3,2,3,3,3,3,1,2,1,1,2,2,1967,1,1,15,1,1,40,40,40,40
4,4,4,3,3,1,1,1,2,1,4,4,3,2,3,1,2,1980,2,1,10,3,3,ca. 60,approximately 60,60,60
2,3,2,3,4,1,1,3,3,2,2,2,2,1,1,1,2,1969,2,1,2,3,2,30,30,30,30
3,3,3,2,2,2,2,3,3,1,4,4,2,2,3,2,1,1990,2,2,9,3,2,50,50,50,50
3,2,3,2,3,3,2,2,2,1,3,3,3,2,3,2,2,1970,1,1,3,4,3,50,50,50,50
3,2,2,2,2,4,2,2,2,1,4,3,2,3,3,3,2,1969,1,1,13,3,2,50,50,50,50
2,4,2,1,4,3,4,1,1,1,5,3,4,4,4,4,2,1986,2,1,2,4,1,25,25,25,25
3,3,3,2,3,3,2,1,1,1,3,3,4,3,4,3,2,1977,2,1,2,4,2,30,30,30,30
2,1,3,4,2,2,1,4,4,4,3,3,3,3,3,3,2,1971,2,1,9,2,3,30,30,30,30
2,2,2,3,3,1,1,3,3,3,3,2,2,1,1,1,2,1979,1,1,4,2,2,35,35,35,35
3,3,3,4,2,2,1,3,4,4,3,1,1,1,1,2,1,1964,1,1,10,2,1,60,60,60,60
3,4,4,3,3,1,2,3,2,1,3,3,3,3,3,3,1,1981,2,1,9,4,3,45,45,45,45
2,2,3,4,3,4,4,3,1,1,3,1,1,2,3,3,2,1985,2,1,2,4,2,47,47,47,47
3,3,2,2,2,2,2,3,3,2,3,4,4,3,3,4,1,1993,9,1,9,4,1,,#VALUE!,#VALUE!,0
2,3,2,3,3,3,3,3,3,2,2,2,1,1,1,1,2,1988,2,1,9,4,1,45,45,45,45
3,4,3,2,2,1,1,2,2,2,4,2,4,2,2,3,2,1988,2,1,3,4,2,40,40,40,40
3,3,2,2,4,3,3,2,2,2,4,3,4,3,3,3,2,1985,2,1,7,4,2,40,40,40,40
4,4,4,3,3,2,1,3,3,2,4,4,4,4,4,3,1,1974,2,1,15,3,1,45,45,45,45
3,3,3,3,2,2,2,3,3,2,4,4,2,3,3,4,2,1989,2,1,1,4,2,50,50,50,50
3,3,2,1,3,2,2,2,2,3,4,4,4,4,4,3,2,1977,1,3,10,4,5,80,80,80,80
4,4,3,1,3,2,2,2,2,2,5,5,4,4,4,5,2,1986,2,1,10,4,2,50,50,50,50
2,2,2,3,3,3,3,2,2,1,3,3,4,2,3,3,2,1960,1,1,3,4,3,40,40,40,40
1,1,2,3,1,1,1,4,3,3,4,3,2,1,2,1,2,1954,1,1,2,2,3,20,20,20,20
3,3,3,1,3,4,4,1,1,1,4,4,4,4,4,4,2,1960,1,1,9,2,3,50,50,50,50
3,3,3,2,3,3,2,2,2,3,3,3,4,4,4,3,1,1958,2,1,1,1,5,50,50,50,50
2,2,3,3,3,2,2,3,2,2,4,4,4,3,3,4,2,1987,2,1,9,4,1,21,21,21,21
2,2,3,3,2,2,1,2,3,1,2,2,2,1,1,2,2,1972,1,1,1,2,2,,#VALUE!,#VALUE!,0
3,3,3,2,2,2,2,2,2,1,4,3,4,4,4,3,2,1988,2,1,9,3,1,90,90,90,90
3,3,3,2,3,2,2,2,2,1,3,3,3,1,2,2,2,1964,1,1,2,1,2,60,60,60,60
3,3,3,3,2,2,2,3,3,3,3,2,3,2,2,2,2,1975,2,2,9,4,6,60,60,60,60
3,2,1,3,2,1,1,4,3,4,5,5,5,4,4,3,2,1977,2,1,2,1,1,16,16,16,16
3,3,3,3,3,3,1,2,2,3,4,4,5,4,4,4,2,1974,2,1,1,1,3,55,55,55,55
2,3,2,3,2,1,1,3,3,3,1,1,1,1,2,1,1,1988,2,1,2,1,2,35,35,35,35
2,2,2,3,3,3,3,3,2,2,4,4,4,4,4,4,2,1980,1,2,1,2,3,,#VALUE!,#VALUE!,0
3,3,3,2,3,2,1,3,3,2,3,2,2,1,2,2,1,1965,2,1,8,1,5,50-60,50-60,60,60
1,1,1,3,1,1,1,4,4,2,2,3,1,2,2,1,2,1949,7,1,4,1,2,30,30,30,30
3,4,3,1,3,4,4,1,1,3,3,2,2,1,3,2,1,1981,2,1,13,4,3,50,50,50,50
4,3,3,3,2,2,1,2,3,2,4,4,4,3,3,2,1,1988,2,1,1,3,2,40,40,40,40
2,3,2,2,4,4,4,2,2,1,4,4,4,4,4,4,2,1977,1,1,2,4,1,40,40,40,40
3,4,3,3,4,4,4,2,3,2,4,2,4,4,4,2,2,1982,1,1,1,4,2,,#VALUE!,#VALUE!,0
3,3,2,3,4,2,4,3,1,1,4,3,4,2,3,1,2,1988,9,1,9,3,2,32-58,32-58,58,58
3,3,3,3,3,2,2,2,2,1,4,3,2,2,2,2,2,1985,3,2,2,4,2,35,35,35,35
2,3,2,4,2,2,2,3,3,1,3,2,2,1,3,3,1,1990,2,1,2,4,2,40,40,40,40
3,4,4,3,4,2,1,3,2,3,4,4,3,1,3,2,1,1969,2,1,2,3,5,45,45,45,45
4,3,2,2,2,2,2,1,3,1,4,3,4,4,4,1,2,1989,2,1,9,4,1,50,50,50,50
2,2,2,2,4,3,2,2,2,2,4,4,4,3,4,4,2,1982,2,1,1,1,1,10,10,10,10
4,3,2,2,4,2,1,2,3,1,5,4,4,4,4,3,2,1989,2,1,10,4,2,58,58,58,58
3,3,3,2,3,3,3,2,2,1,4,4,4,4,4,4,2,1976,2,1,8,2,3,45,45,45,45
3,4,3,4,2,2,1,3,3,2,4,4,4,4,4,2,2,1984,2,1,11,1,2,24,24,24,24
3,3,2,2,3,1,2,2,2,2,4,3,3,2,3,2,2,1982,2,1,2,1,2,50,50,50,50
3,2,1,4,1,1,1,4,4,4,2,4,2,2,2,2,1,1953,1,1,7,2,6,60,60,60,60
1,2,2,3,2,3,2,3,3,2,3,3,3,3,3,2,2,1962,1,3,1,1,1,25,25,25,25
3,3,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,1983,2,1,2,1,4,50-60,50-60,60,60
3,2,3,3,2,3,2,1,3,2,4,4,4,4,4,4,2,1986,2,1,2,2,4,50,50,50,50
2,2,3,3,3,3,3,3,2,3,3,2,2,1,1,2,2,1987,2,1,9,3,2,40,40,40,40
3,3,2,3,4,3,2,3,1,1,4,4,4,4,4,4,2,1993,2,2,1,1,2,80,80,80,80
3,3,4,2,3,2,3,2,2,1,4,4,5,3,4,3,2,1985,2,4,1,4,2,90,90,90,90
4,3,3,2,2,2,1,2,3,3,3,2,3,1,1,2,1,1978,2,1,9,1,5,40,40,40,40
2,2,3,4,3,2,3,4,4,4,3,1,1,1,1,1,2,1975,2,1,2,2,3,40,40,40,40
3,3,3,2,3,4,4,2,1,3,4,4,4,4,4,4,2,1974,2,2,13,4,2,18,18,18,18
3,3,3,3,2,2,1,3,3,2,3,3,3,2,3,1,1,1974,9,1,8,3,5,45,45,45,45
3,3,2,2,4,4,4,2,1,1,4,4,4,3,3,4,2,1981,2,1,1,3,1,30,30,30,30
4,3,2,3,2,2,2,3,3,2,4,4,4,3,4,3,2,1990,2,1,10,4,2,60,60,60,60
3,3,3,1,3,3,2,2,2,1,4,4,5,4,5,3,2,1990,6,4,1,2,1,55,55,55,55
3,4,2,3,2,1,1,3,3,4,5,4,3,4,4,3,2,1985,1,1,1,1,3,52,52,52,52
3,2,2,3,4,3,4,2,1,1,4,4,4,3,3,3,2,1985,9,1,9,2,1,60,60,60,60
4,3,3,2,4,2,1,2,2,2,4,4,2,2,5,2,1,1964,2,1,13,4,4,70,70,70,70
3,2,3,3,3,2,2,3,2,2,4,3,2,2,3,1,2,1988,2,1,2,4,2,45,45,45,45
4,4,4,2,1,3,1,4,4,3,5,5,4,4,4,4,2,1981,1,1,9,1,5,75,75,75,75
3,2,3,1,1,1,1,4,4,2,4,3,2,2,2,3,2,1973,2,1,9,2,4,60,60,60,60
3,3,3,2,2,2,2,3,3,4,3,2,2,2,2,1,2,1967,1,3,1,1,6,ca. 50,approximately 50,50,50
4,4,4,3,3,3,2,2,2,1,5,4,3,2,4,2,2,1975,1,1,8,2,2,60,60,60,60
3,3,3,1,3,3,3,3,3,3,4,4,4,4,4,4,2,1987,2,1,9,2,3,60,60,60,60
3,4,3,1,3,3,2,1,2,2,5,5,4,4,4,4,2,1983,2,2,14,1,2,28,28,28,28
3,2,3,2,2,2,1,3,3,1,4,4,4,3,4,2,2,1991,2,2,14,2,2,48-60,48-60,60,60
4,3,3,3,3,3,1,2,3,3,3,3,3,2,3,3,1,1967,2,1,8,1,5,42,42,42,42
3,2,3,1,2,2,2,1,3,3,4,3,3,3,3,3,2,1955,2,2,8,3,4,40,40,40,40
3,3,2,3,2,2,1,3,3,3,3,2,3,2,2,3,2,1966,1,2,4,2,3,40,40,40,40
4,4,3,3,4,2,2,2,2,1,4,4,4,3,4,3,2,1980,2,1,1,1,4,60,60,60,60
3,3,2,2,3,2,1,1,1,2,4,4,4,4,4,3,2,1981,1,1,7,2,3,65,65,65,65
2,2,2,2,3,2,1,2,2,3,4,4,4,3,4,3,2,1967,2,2,9,2,6,40,40,40,40
3,3,3,3,3,4,3,2,2,2,4,3,3,3,4,3,2,1983,1,1,2,1,2,Unterschiedlich meist 45,"Varies, usually 45",45,45
2,3,3,2,3,2,1,3,2,3,2,2,1,1,2,2,1,1957,2,2,9,2,5,40,40,40,40
3,3,2,2,4,2,2,2,2,3,4,3,3,2,2,3,2,1978,2,1,1,1,2,25,25,25,25
3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,,1,1,3,4,4,50,50,50,50
3,4,4,3,4,1,2,3,3,3,5,4,3,3,3,3,2,1975,2,1,1,1,3,40,40,40,40
3,1,3,3,4,2,2,2,2,1,3,2,1,1,2,2,2,1982,4,1,1,1,2,,#VALUE!,#VALUE!,0
4,4,4,3,3,2,2,3,2,2,4,4,3,2,2,2,2,1963,1,2,9,2,4,52,52,52,52
2,2,2,3,2,2,2,3,3,3,3,2,2,3,2,2,2,1970,2,1,9,1,3,30,30,30,30
3,3,3,1,3,2,1,1,2,1,4,3,3,2,3,3,2,1986,2,1,8,1,3,50,50,50,50
3,3,3,1,4,3,1,2,2,2,4,4,4,5,5,3,1,1976,1,1,3,4,4,45,45,45,45
2,3,3,3,3,3,1,3,3,3,3,3,3,2,2,3,2,1961,2,1,9,1,1,40,40,40,40
3,4,4,2,3,3,2,2,2,1,5,4,4,4,4,4,2,1983,2,1,7,4,3,60,60,60,60
3,3,3,2,2,2,2,3,3,3,4,3,4,4,3,4,2,1987,2,3,13,1,2,45,45,45,45
3,2,3,3,3,4,3,3,2,3,4,4,4,4,4,4,1,1962,1,1,2,2,6,50 - 60,50 - 60,60,60
3,3,3,2,3,2,2,1,2,1,4,4,4,4,4,3,2,1975,1,1,10,3,3,80,80,80,80
2,3,2,2,4,2,1,2,2,4,3,3,2,2,2,2,2,1980,2,2,2,4,2,70,70,70,70
3,4,3,2,3,2,1,2,2,2,4,5,5,4,5,4,2,1970,9,1,2,1,4,50,50,50,50
3,2,2,1,3,3,4,1,2,1,4,4,3,2,3,3,2,1987,2,1,2,4,2,50,50,50,50
3,2,3,2,2,3,2,1,3,2,4,4,3,3,4,2,2,1982,2,1,2,1,2,50,50,50,50
2,3,4,3,1,2,1,1,2,2,3,3,4,3,3,2,2,1975,1,1,2,1,2,25,25,25,25
2,3,2,3,2,2,2,3,3,3,3,1,2,2,3,2,2,1989,2,1,9,4,2,35,35,35,35
2,2,3,3,2,2,2,3,3,3,3,3,2,2,2,1,2,1953,1,1,2,1,3,20,20,20,20
4,4,3,2,3,3,1,2,2,2,4,4,3,4,4,3,2,1962,2,1,4,1,4,>45,>45,45,45
