ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working hours,TRANSLATE,CONVERT,REDONDEAR
3,3,3,2,3,3,2,2,2,2,5,5,5,5,5,5,2,1951,1,1,1,2,4,60,60,60,60
3,4,2,3,4,3,3,2,2,1,3,2,2,1,1,1,2,1962,1,2,1,4,1,40,40,40,40
3,4,4,2,2,2,1,2,2,2,4,3,4,3,4,4,2,1975,9,1,9,1,4,50,50,50,50
3,2,3,3,3,3,2,2,2,2,3,3,4,3,2,3,2,1974,2,1,9,1,3,40,40,40,40
1,1,2,3,3,2,2,3,2,3,3,1,1,1,1,1,2,1980,2,1,14,1,6,40,40,40,40
4,4,4,3,2,1,1,2,3,3,4,4,2,3,4,3,2,1980,2,1,10,4,4,48,48,48,48
3,4,3,1,4,3,1,1,1,1,4,4,4,4,4,3,2,1979,2,1,14,3,3,45-60,45-60,60,60
3,4,3,3,1,2,1,3,3,1,4,4,3,3,3,2,2,1980,1,2,1,2,2,50,50,50,50
2,3,3,2,3,2,2,2,3,2,5,4,4,4,4,3,2,1971,2,2,11,3,3,35,35,35,35
3,3,3,3,1,1,1,3,3,3,3,2,2,1,2,1,1,1953,1,1,2,1,6,70,70,70,70
4,4,3,2,3,3,2,2,2,1,4,4,4,3,3,3,2,1981,2,1,13,4,2,60,60,60,60
3,3,3,1,4,3,3,2,2,1,4,4,4,3,3,3,2,1971,2,1,9,1,2,30,30,30,30
4,3,3,3,2,1,1,3,3,3,3,2,3,2,2,2,2,1987,2,1,11,1,3,44,44,44,44
3,4,3,2,3,1,1,2,2,2,4,3,3,3,3,2,2,1974,2,1,7,3,4,50,50,50,50
4,3,2,3,2,1,1,2,3,1,4,4,4,4,4,3,2,1971,2,1,3,4,2,40,40,40,40
4,4,4,3,4,4,1,1,1,1,4,4,4,4,4,4,2,1980,1,1,9,9,1,40,40,40,40
3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,3,2,1990,2,2,10,4,3,75,75,75,75
3,3,4,4,1,1,1,3,3,3,4,4,4,2,4,3,1,1975,2,2,1,3,4,42,42,42,42
3,4,2,3,3,1,1,2,3,2,3,3,1,1,1,1,2,1965,1,1,11,4,2,36,36,36,36
2,3,3,2,3,2,1,2,2,2,3,3,2,1,2,2,2,1956,2,1,10,3,1,30,30,30,30
3,3,3,2,4,3,2,2,1,2,3,3,3,2,2,2,2,1962,2,1,4,1,4,40 bis 50,40 to 50,50,50
3,2,3,3,1,2,2,3,3,3,4,3,3,1,3,2,2,1964,1,1,7,1,1,40 bis 60,40 to 60,60,60
3,3,3,2,3,2,2,2,2,3,3,3,3,2,2,3,2,1960,7,3,9,2,2,,#VALUE!,#VALUE!,0
2,3,2,1,4,4,4,2,2,1,4,2,3,3,4,1,2,1971,5,1,2,1,1,,#VALUE!,#VALUE!,0
4,3,4,2,3,3,2,2,2,2,4,4,4,4,4,4,2,1982,2,1,10,2,2,35-40,35-40,40,40
3,2,3,3,2,2,1,2,3,1,3,3,2,3,3,2,2,1988,2,2,9,4,2,40,40,40,40
3,3,3,2,3,2,2,2,2,1,4,4,4,3,3,3,2,1990,2,1,1,4,2,80,80,80,80
4,4,4,3,2,1,1,3,3,3,3,3,3,3,3,3,2,1976,2,1,14,3,3,48,48,48,48
3,3,2,2,3,2,2,2,2,1,3,3,3,3,3,3,2,1981,3,1,2,4,1,60,60,60,60
3,3,3,3,1,2,2,3,3,2,3,4,4,3,3,2,2,1978,2,2,9,4,2,20,20,20,20
4,4,4,2,4,2,2,2,2,2,5,4,4,4,4,4,2,1983,2,1,4,3,3,>40,>40,40,40
3,4,3,3,3,2,1,3,3,3,4,3,5,4,4,3,2,1980,2,1,9,4,4,42,42,42,42
1,1,1,4,3,2,3,3,3,1,1,1,1,1,1,3,2,1977,2,2,2,1,1,10,10,10,10
4,2,3,4,2,2,2,3,3,1,4,2,1,1,2,1,2,1989,2,2,13,4,2,60,60,60,60
2,2,3,2,4,3,3,1,2,1,5,5,5,5,5,3,2,1980,4,3,2,2,2,50,50,50,50
4,4,3,1,4,4,3,1,2,1,5,5,5,5,5,4,2,1977,1,1,2,1,2,80,80,80,80
3,3,3,4,2,1,1,3,3,3,4,4,3,3,4,3,2,1974,1,1,9,4,6,60,60,60,60
3,3,3,2,2,3,2,1,3,2,5,5,5,5,5,3,2,1988,2,1,2,1,5,35,35,35,35
4,3,4,1,3,3,3,1,2,1,4,4,4,4,4,4,2,1982,2,1,10,4,1,30,30,30,30
4,3,4,3,2,3,1,3,3,2,3,4,3,4,3,3,2,1960,1,1,4,3,3,50,50,50,50
4,3,3,2,2,2,1,2,3,3,4,2,4,1,3,2,1,1969,2,1,9,1,4,35,35,35,35
3,3,3,1,4,3,2,1,2,3,3,3,4,3,3,3,2,1982,2,3,1,2,3,50,50,50,50
3,3,3,3,3,1,2,3,3,3,4,3,1,2,3,4,2,1970,2,1,9,2,3,32,32,32,32
3,2,3,3,3,2,2,2,2,2,3,3,3,2,3,2,2,1957,2,1,7,1,2,25,25,25,25
3,3,3,4,2,2,1,4,3,3,3,3,4,2,3,3,2,1968,2,2,15,2,3,,#VALUE!,#VALUE!,0
3,3,3,3,3,3,2,2,2,3,4,4,4,3,4,2,2,1966,1,1,2,2,4,60,60,60,60
3,2,3,3,2,2,1,2,3,2,4,4,3,3,4,2,2,1982,1,3,13,2,1,60,60,60,60
3,2,2,3,2,2,2,3,3,3,2,2,3,3,2,2,1,1946,7,2,1,2,1,3,3,3,3
1,2,1,3,4,3,2,3,3,4,3,3,3,2,2,2,1,1970,2,1,13,4,4,37,37,37,37
4,3,3,2,4,3,4,1,1,2,4,4,4,4,4,3,2,2000,2,1,2,1,2,75,75,75,75
4,2,4,2,3,4,2,2,2,4,5,5,4,4,4,4,2,1983,2,1,2,3,2,72,72,72,72
4,4,4,2,3,3,2,2,3,2,4,3,3,3,3,2,2,1980,2,1,1,3,2,55,55,55,55
2,3,3,3,3,2,1,3,3,2,4,3,2,3,3,4,2,1978,2,1,7,1,2,33,33,33,33
2,2,2,3,2,2,1,3,3,4,3,2,3,2,2,1,1,1961,1,1,2,1,6,45,45,45,45
2,3,2,1,4,2,2,4,4,1,4,4,3,1,2,2,2,1966,1,2,2,2,2,50,50,50,50
3,3,2,2,2,2,2,2,3,3,3,2,2,1,2,1,2,1984,2,1,1,2,1,50,50,50,50
2,3,2,2,3,2,3,2,2,1,3,2,4,2,2,1,2,1978,6,1,1,2,2,,#VALUE!,#VALUE!,0
2,2,2,2,2,1,2,3,3,3,2,1,2,1,1,1,2,1987,2,1,9,4,3,43,43,43,43
3,3,3,4,2,1,1,4,4,4,4,4,3,2,4,2,2,1968,2,2,8,2,3,30,30,30,30
3,2,3,3,2,2,1,3,3,2,3,3,3,2,3,3,2,1972,1,1,1,2,2,40-45,40-45,45,45
3,4,4,2,3,4,2,2,2,2,5,4,5,4,5,5,2,1967,2,2,1,1,5,mind. 45,at least 45,45,45
3,3,3,2,3,3,2,2,2,2,4,4,4,4,4,3,2,1968,1,1,4,2,4,42,42,42,42
3,2,2,3,2,2,1,2,2,1,4,4,4,4,4,2,1,1968,1,1,10,1,5,60,60,60,60
3,4,3,3,2,3,2,2,3,3,3,2,3,2,2,4,2,1964,2,1,15,4,3,40,40,40,40
4,4,4,1,3,4,4,1,1,2,5,4,4,4,5,3,2,1977,1,2,11,1,2,60,60,60,60
4,3,3,2,3,3,4,1,1,2,4,5,4,3,4,2,2,1968,2,1,15,2,2,45,45,45,45
3,3,3,3,4,3,2,2,2,1,3,4,3,2,3,3,2,1989,2,1,11,4,2,60,60,60,60
4,4,4,1,3,4,1,1,2,1,4,4,4,3,2,3,2,1963,2,1,1,3,2,30,30,30,30
2,3,2,3,3,1,1,2,2,3,4,3,4,2,2,3,2,1977,9,2,13,1,3,45,45,45,45
3,4,3,1,3,3,3,1,2,1,5,4,5,4,4,3,2,1984,2,2,9,1,2,65,65,65,65
3,2,4,4,2,1,1,3,3,3,4,4,4,3,4,4,2,1968,1,1,7,4,3,40-50,40-50,50,50
3,2,3,3,3,3,2,2,3,3,4,4,4,3,3,3,2,1985,1,1,1,1,1,12,12,12,12
3,3,3,3,2,2,2,2,2,2,3,4,5,3,3,1,2,1982,2,1,2,9,3,,#VALUE!,#VALUE!,0
3,1,3,3,1,2,1,3,4,3,3,3,2,1,2,1,1,1959,1,1,10,4,5,35,35,35,35
2,2,1,4,2,2,1,4,3,4,3,2,2,1,3,2,1,1940,1,1,3,1,3,38,38,38,38
4,3,2,4,2,2,1,3,3,3,3,2,2,3,2,2,1,1979,1,2,15,1,6,55,55,55,55
2,2,2,2,3,1,1,3,2,3,4,3,3,2,2,3,2,1976,2,1,8,1,3,38,38,38,38
4,4,4,2,3,3,1,2,2,2,4,4,4,3,4,3,1,1974,2,1,16,1,3,45,45,45,45
3,2,2,2,4,3,2,2,2,2,4,4,4,3,4,4,2,1971,2,1,11,1,3,40,40,40,40
3,4,3,3,2,2,1,3,3,3,4,3,2,2,2,2,1,1981,2,1,1,1,5,41,41,41,41
3,3,3,1,1,2,2,1,3,3,3,2,4,3,3,4,2,1986,2,1,1,4,3,,#VALUE!,#VALUE!,0
4,4,4,2,4,3,2,1,1,1,4,5,5,5,5,4,2,1966,2,1,2,4,3,32,32,32,32
4,3,4,1,3,3,2,1,2,2,4,3,3,2,3,3,2,1982,4,1,9,4,1,70,70,70,70
3,3,4,3,1,1,1,3,4,4,4,4,2,2,3,2,2,1982,1,1,2,1,6,100,100,100,100
3,4,3,2,3,2,3,2,2,1,4,3,3,3,3,2,2,1965,1,1,3,4,2,40,40,40,40
2,3,2,1,4,3,1,1,1,3,4,4,4,3,4,3,2,1975,2,1,4,3,3,40,40,40,40
3,4,3,3,2,2,2,3,3,3,4,3,3,2,3,2,2,1960,2,1,1,1,5,50,50,50,50
4,4,4,3,4,3,1,2,2,2,3,3,3,3,3,2,2,1961,2,1,12,4,5,40,40,40,40
2,2,2,2,4,2,1,1,1,1,3,2,4,3,4,1,2,1974,2,2,10,4,3,38,38,38,38
2,2,2,4,2,2,1,3,3,2,3,3,2,1,2,1,2,1968,1,2,10,3,4,40,40,40,40
3,3,2,4,2,2,1,4,4,2,4,4,2,1,3,1,2,1978,2,1,2,4,4,40,40,40,40
4,4,2,1,3,2,1,1,2,1,4,4,4,4,4,4,2,1977,2,1,2,4,3,50,50,50,50
4,4,3,2,4,3,3,2,2,1,4,4,4,4,4,4,2,1983,2,1,9,4,2,45,45,45,45
4,3,3,3,3,2,2,2,2,2,3,3,3,2,2,2,2,1978,2,2,2,2,2,48,48,48,48
4,3,3,3,3,2,2,3,1,3,4,4,4,4,4,3,2,1969,2,1,1,4,5,45,45,45,45
4,2,2,2,3,2,2,3,2,2,2,2,2,1,3,2,1,1962,2,2,14,1,4,60,60,60,60
3,3,4,2,2,1,1,3,3,3,4,3,1,2,3,2,2,1972,4,1,4,4,1,40 - 45,40 - 45,45,45
4,4,4,1,4,3,1,1,1,2,4,4,3,2,4,3,1,1962,2,1,9,1,4,43,43,43,43
3,3,3,1,3,3,3,1,1,1,4,4,4,3,4,4,1,1974,2,1,1,1,1,42,42,42,42
1,3,2,3,3,2,1,3,3,2,2,3,2,1,2,2,1,1951,1,1,9,2,4,22,22,22,22
2,4,4,3,1,1,1,4,3,4,3,2,3,3,2,1,2,1974,1,1,10,3,4,30,30,30,30
3,1,2,4,3,1,1,4,3,4,2,1,2,2,1,1,2,1985,2,1,10,3,3,40,40,40,40
3,3,2,2,3,3,3,1,2,3,4,4,4,3,3,3,2,1987,2,1,1,2,2,24,24,24,24
3,2,2,3,2,2,2,3,2,2,3,3,2,1,2,2,2,1983,2,1,14,2,2,30,30,30,30
3,4,3,3,4,2,2,3,2,2,4,3,4,4,4,2,2,1960,1,1,9,1,1,ca. 90,approximately 90,90,90
3,3,2,2,2,2,2,3,2,2,4,3,4,3,3,3,2,1964,1,2,9,1,1,30,30,30,30
3,4,4,2,3,2,2,2,3,2,4,3,3,2,2,2,2,1969,2,1,1,2,3,40,40,40,40
4,3,3,2,3,3,3,2,2,3,4,4,4,3,3,2,2,1978,1,1,15,1,4,70,70,70,70
2,2,3,3,3,2,1,3,3,2,3,2,2,1,2,2,2,1965,1,2,2,1,4,50,50,50,50
3,3,4,3,1,1,1,3,3,1,2,2,2,2,2,1,1,1968,1,1,9,1,2,50,50,50,50
2,2,2,3,3,2,2,3,2,3,4,3,2,3,2,2,2,1969,2,2,1,1,3,35,35,35,35
3,3,3,3,2,2,1,3,3,3,4,4,4,4,4,3,1,1972,1,1,9,1,6,50,50,50,50
2,2,4,4,3,1,1,1,4,1,2,2,2,1,1,1,1,1945,2,1,3,4,6,72,72,72,72
3,3,3,3,2,1,2,3,3,1,4,4,3,2,4,3,2,1985,2,1,2,1,2,40-65,40-65,65,65
2,2,3,3,2,1,1,3,3,3,3,2,3,3,3,2,2,1975,2,1,1,3,4,44,44,44,44
2,2,2,3,3,2,1,2,2,3,4,3,2,1,1,3,2,1959,1,1,9,1,3,50,50,50,50
3,2,3,3,2,2,2,3,3,3,3,3,2,2,2,1,1,1953,1,1,7,4,1,30,30,30,30
3,2,2,1,4,3,4,1,1,1,3,2,4,2,3,3,2,1974,5,1,13,2,2,20,20,20,20
3,2,3,2,4,1,1,3,3,1,2,3,3,2,2,2,2,1980,9,1,2,3,1,"Mutterschutz, vorher 70","Maternity leave, previously 70",70,70
3,3,3,2,4,2,3,2,1,2,3,3,3,2,3,1,1,1963,2,1,2,4,3,50,50,50,50
2,3,4,4,3,2,2,3,2,2,3,3,2,2,3,3,2,1979,2,1,1,3,6,50,50,50,50
2,2,3,4,1,1,1,3,3,3,3,3,2,1,2,2,2,1977,1,1,2,1,3,40 - 50,40 - 50,50,50
2,2,2,3,3,2,2,3,3,3,3,3,3,2,3,2,2,1984,2,1,11,1,4,42,42,42,42
4,4,4,4,2,2,2,3,3,3,4,3,4,3,3,3,2,1962,9,1,6,2,4,50,50,50,50
3,3,2,4,2,1,1,4,3,3,3,2,2,1,1,2,2,1979,2,1,7,2,3,25,25,25,25
2,2,2,2,1,1,1,2,3,2,3,1,3,1,2,1,2,1956,1,1,16,3,5,50-60,50-60,60,60
3,1,2,3,4,1,1,4,4,4,3,2,1,1,2,1,2,1962,1,1,2,1,3,20....50,20...50,50,50
3,3,4,3,2,3,1,3,3,3,4,3,3,4,4,4,2,1967,2,1,9,2,4,40,40,40,40
4,3,4,1,3,4,1,1,2,2,5,5,5,5,5,5,2,1980,2,1,1,3,3,50,50,50,50
2,2,2,3,3,2,2,3,3,3,2,3,3,1,1,1,2,1970,1,1,13,4,2,30,30,30,30
2,2,2,4,3,1,1,3,3,4,2,2,3,1,2,1,2,1954,6,1,4,3,1,6,6,6,6
3,2,3,3,2,1,1,3,3,3,4,3,1,1,2,2,1,1977,1,1,9,1,5,60,60,60,60
3,4,2,2,3,3,3,2,2,1,4,4,3,2,3,3,2,1984,2,1,13,4,2,60,60,60,60
4,4,4,2,4,4,4,1,1,1,5,5,5,3,5,3,2,1956,9,1,6,4,1,100,100,100,100
3,3,4,2,4,4,4,2,1,3,3,3,3,2,3,3,2,1970,2,1,9,2,2,35,35,35,35
3,4,4,2,3,3,3,1,2,1,4,4,4,3,4,3,2,1966,1,1,9,3,2,50-60,50-60,60,60
3,4,2,2,3,2,2,2,2,2,2,3,2,3,3,1,2,1986,2,1,14,2,2,43,43,43,43
4,4,3,2,3,2,2,2,3,1,4,4,4,4,4,3,2,1974,1,2,7,2,2,60,60,60,60
3,4,3,1,4,2,2,3,1,1,4,4,4,2,4,3,2,1969,1,1,7,3,1,30,30,30,30
3,3,3,2,3,3,4,4,3,3,4,4,4,4,4,3,2,1960,2,1,1,3,2,30 bis 40,30 to 40,40,40
3,3,3,2,4,2,2,2,2,2,4,3,3,2,3,2,1,1970,2,1,1,1,2,60,60,60,60
3,2,3,3,3,2,2,2,4,1,3,3,2,1,2,1,2,1982,2,1,15,4,2,30,30,30,30
2,2,3,3,2,2,1,3,3,3,3,2,1,1,2,1,2,1967,1,2,10,3,3,32,32,32,32
2,3,2,3,3,3,3,3,2,2,3,2,3,2,2,2,2,1983,2,3,15,4,3,ca 40,approximately 40,40,40
3,2,3,3,3,1,1,3,3,3,3,3,2,3,2,2,1,1997,2,1,15,1,1,42,42,42,42
3,3,2,3,1,1,1,3,3,3,2,1,1,2,1,1,2,1986,1,2,7,1,3,50,50,50,50
3,2,3,3,3,2,1,3,2,1,3,4,3,2,2,3,2,1989,2,1,9,4,2,42,42,42,42
3,3,2,3,4,2,2,3,1,2,3,3,2,1,2,1,1,1960,2,1,9,1,3,50-70,50-70,70,70
2,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,1,1967,1,1,2,1,3,40,40,40,40
3,3,4,1,3,2,1,1,2,1,3,3,4,3,4,1,2,1965,1,1,2,2,3,40-45,40-45,45,45
3,3,3,3,2,2,2,3,3,2,3,3,2,2,3,2,2,1964,1,1,7,2,6,45-48,45-48,48,48
4,4,4,2,3,1,2,2,2,2,3,3,2,2,2,2,2,1983,3,1,9,2,2,23,23,23,23
3,3,2,3,3,2,2,3,3,3,4,4,2,1,3,3,2,1986,2,1,4,3,2,45,45,45,45
3,3,3,3,3,2,2,3,3,2,4,4,3,3,3,3,2,1969,1,1,9,1,2,35,35,35,35
2,2,2,2,4,3,2,1,2,2,3,3,3,3,3,2,2,1970,2,2,15,1,1,20,20,20,20
1,2,2,4,4,1,1,3,3,3,3,2,2,1,2,1,2,1980,2,1,2,4,3,40,40,40,40
4,2,3,3,3,2,2,3,2,1,3,4,2,1,1,1,2,1973,2,2,15,3,2,40,40,40,40
3,3,2,3,2,2,2,3,3,3,4,4,4,2,2,3,2,1985,2,3,7,3,1,20,20,20,20
3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,4,2,1983,2,1,2,3,2,45,45,45,45
3,4,4,4,2,1,1,4,4,4,3,2,1,1,2,1,1,1959,2,1,9,1,6,50,50,50,50
3,1,3,1,4,3,1,1,1,1,4,2,2,2,3,1,2,1989,2,1,13,3,2,54,54,54,54
4,4,4,3,3,4,3,1,2,1,5,5,4,4,5,4,1,1981,2,1,9,1,3,60,60,60,60
3,3,2,3,2,2,2,2,3,1,4,4,4,4,4,3,2,1988,2,1,1,1,2,65,65,65,65
3,2,3,2,3,2,2,2,2,1,4,4,3,2,3,2,1,1963,1,1,11,1,3,60,60,60,60
4,2,3,4,3,2,2,4,2,3,4,3,4,2,3,2,2,1984,2,1,2,2,4,70,70,70,70
2,3,2,4,2,1,1,4,4,3,3,3,2,1,1,2,2,1972,2,1,14,4,3,40,40,40,40
3,3,2,2,3,2,2,2,2,2,3,2,3,3,4,2,2,1986,2,1,11,1,2,42,42,42,42
3,3,3,3,2,2,1,3,3,3,4,4,4,4,4,2,2,1973,1,1,2,1,3,40,40,40,40
2,3,3,2,3,2,3,2,2,2,4,3,4,3,4,2,2,1982,1,1,2,3,1,25,25,25,25
3,3,2,3,1,2,1,4,4,2,2,3,3,2,2,2,2,1956,1,1,9,2,2,60,60,60,60
3,3,3,2,3,3,1,2,2,2,5,4,4,3,5,3,2,1962,2,1,1,1,1,45,45,45,45
3,3,2,2,3,1,1,3,3,3,3,4,3,2,3,3,1,1973,2,1,3,4,1,20,20,20,20
3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,1,1974,1,2,1,4,2,,#VALUE!,#VALUE!,0
3,3,3,3,4,3,1,2,3,2,5,4,4,4,4,2,2,1990,2,1,3,4,2,40,40,40,40
4,4,4,2,3,3,2,1,2,2,5,5,5,4,4,2,2,1975,2,1,2,3,9,55-65,55-65,65,65
4,2,3,1,4,3,1,1,1,1,4,4,4,4,4,4,2,1979,2,1,2,1,4,60,60,60,60
3,3,3,3,2,2,1,3,3,3,3,2,2,3,3,2,2,1981,2,1,9,2,3,25,25,25,25
2,2,3,4,2,1,1,3,3,3,3,3,2,2,3,2,2,1967,1,2,2,4,2,10-60,10-60,60,60
3,4,3,1,3,2,1,1,2,2,4,4,2,2,2,1,2,1972,2,1,15,4,4,42,42,42,42
3,3,4,3,3,3,1,3,2,2,3,2,2,2,3,1,2,1964,2,1,1,4,4,50,50,50,50
4,4,4,2,2,3,1,2,3,3,5,5,5,5,5,5,2,1986,2,1,1,4,2,30,30,30,30
3,3,3,2,4,3,1,1,1,1,3,3,4,4,4,3,2,1972,1,1,10,4,4,40-60,40-60,60,60
3,3,3,3,4,2,2,3,2,2,4,4,4,2,4,2,2,1972,2,1,10,1,2,25,25,25,25
3,2,3,2,3,4,2,3,3,2,2,2,2,2,3,2,2,1958,1,1,10,4,6,40,40,40,40
2,3,2,2,2,2,4,2,2,2,3,4,4,3,4,4,2,1985,2,1,9,4,5,40,40,40,40
2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1961,1,1,10,4,6,50,50,50,50
3,4,2,1,3,3,2,2,2,2,3,2,2,2,2,2,1,1958,1,1,10,3,4,45,45,45,45
3,3,3,2,3,3,3,3,3,2,5,4,4,4,4,3,2,1983,2,2,10,4,3,60-70,60-70,70,70
2,3,3,1,4,4,2,1,4,1,4,4,3,3,3,3,2,1976,6,1,10,3,2,42,42,42,42
4,4,3,2,3,3,2,1,1,1,4,4,4,4,4,4,2,1960,1,1,1,1,4,,#VALUE!,#VALUE!,0
3,3,3,2,1,2,1,3,3,2,4,4,3,3,3,2,2,1965,1,1,10,4,6,45bis 50,45 to 50,50,50
3,4,3,3,2,1,1,3,3,3,3,3,2,1,3,1,1,1964,1,1,10,4,6,50,50,50,50
3,3,3,3,2,1,1,3,3,2,3,3,2,2,1,1,2,1980,2,1,10,4,3,45-60,45-60,60,60
4,4,3,2,2,2,1,2,3,2,4,4,3,3,3,2,2,1981,2,1,10,3,3,50,50,50,50
4,4,4,1,4,2,2,1,2,1,4,4,4,4,4,4,1,1982,2,1,10,3,2,60-70,60-70,70,70
4,4,4,3,2,2,1,3,3,3,4,4,3,2,2,3,2,1981,2,1,10,4,4,52,52,52,52
2,3,3,3,2,2,2,3,3,2,4,2,3,3,3,1,2,1982,2,1,10,3,2,30,30,30,30
3,3,3,3,1,1,1,3,3,3,4,3,2,2,2,2,2,1960,1,1,2,2,6,40,40,40,40
3,3,3,3,4,2,2,3,2,3,2,1,1,2,2,1,2,1981,2,1,11,1,4,19,19,19,19
3,2,3,2,4,2,2,3,3,1,4,4,3,3,3,2,2,1984,2,1,10,4,2,40,40,40,40
2,2,2,3,2,2,1,3,3,3,4,3,4,3,3,2,2,1959,2,1,10,3,1,40,40,40,40
3,4,3,3,2,2,1,3,3,1,4,4,4,3,4,2,1,1974,1,1,10,3,3,40,40,40,40
2,2,3,3,3,3,2,3,2,1,3,3,3,1,2,2,2,1962,1,1,10,2,1,20,20,20,20
2,2,2,2,3,2,2,2,2,2,3,3,2,1,2,2,2,1988,2,1,10,1,3,55,55,55,55
2,3,2,4,1,1,1,3,3,3,3,3,3,1,2,2,1,1971,1,1,10,4,6,38,38,38,38
4,2,2,2,2,2,2,2,3,4,4,2,4,4,4,3,2,1979,2,1,10,4,3,50,50,50,50
3,3,3,2,4,2,2,1,1,1,5,4,4,3,4,3,2,1972,2,1,10,3,2,25,25,25,25
2,3,3,3,2,3,1,2,3,2,3,3,3,2,2,1,1,1965,1,2,10,4,5,45,45,45,45
2,2,3,4,2,1,1,3,4,4,4,3,2,1,3,2,1,1986,1,1,10,3,5,60,60,60,60
2,2,2,3,4,2,1,4,3,4,2,2,2,1,1,2,2,1970,1,1,10,2,6,40,40,40,40
3,2,2,3,2,2,2,2,3,1,4,3,4,3,3,2,2,1968,1,1,10,3,3,40,40,40,40
3,3,2,2,3,3,2,2,3,2,3,4,2,3,3,3,2,1961,2,1,10,3,2,40,40,40,40
4,4,3,3,3,2,1,3,3,1,5,4,4,4,4,1,2,1985,2,1,10,1,2,70-80,70-80,80,80
2,1,3,2,4,3,3,2,2,1,2,3,3,2,3,2,2,1952,1,1,10,3,2,45,45,45,45
3,3,3,3,2,2,2,2,2,2,4,3,3,3,3,3,2,1966,1,1,10,1,4,50-60,50-60,60,60
3,3,3,3,3,2,1,3,3,2,4,4,4,5,4,4,1,1958,1,1,10,4,4,50,50,50,50
2,2,2,3,1,1,1,3,3,3,2,2,2,2,2,2,1,1953,1,1,10,4,6,50,50,50,50
3,3,3,2,4,3,2,2,2,2,4,4,4,3,4,4,2,1980,2,1,10,4,2,45,45,45,45
3,3,2,2,2,1,1,3,3,2,4,4,4,3,4,3,2,1970,1,1,10,4,2,42,42,42,42
3,3,3,3,3,2,2,2,3,2,3,4,3,2,3,3,2,1959,1,1,10,1,3,35,35,35,35
3,3,4,2,2,2,2,3,3,2,4,4,4,4,4,2,2,1960,1,1,1,4,1,100,100,100,100
4,2,2,2,4,2,2,2,2,2,4,2,3,4,4,2,2,1982,2,1,10,2,4,45-60,45-60,60,60
3,2,3,3,3,2,1,2,3,2,4,2,2,1,1,2,2,1970,1,1,10,3,4,35,35,35,35
3,3,3,3,2,2,1,3,3,4,4,3,3,2,2,2,1,1964,1,1,10,4,6,60,60,60,60
4,3,4,2,3,2,2,1,3,2,4,3,4,2,3,3,2,1984,2,1,10,4,2,35,35,35,35
3,4,4,3,2,2,1,3,3,2,4,4,4,3,3,1,2,1965,1,1,10,3,6,50,50,50,50
3,1,4,3,4,2,1,2,1,1,4,3,3,2,3,2,2,1982,1,1,10,4,1,50,50,50,50
2,2,2,3,3,3,3,3,2,2,4,3,3,3,3,2,2,1969,1,1,10,4,2,25,25,25,25
2,3,3,1,2,3,1,1,2,2,4,4,4,4,4,4,1,1952,1,2,2,3,4,40,40,40,40
3,2,3,3,3,3,2,3,2,2,3,3,2,2,2,1,2,1976,1,1,10,2,3,55,55,55,55
4,4,4,3,1,3,1,2,3,3,4,4,4,4,4,4,2,1973,1,1,10,3,6,50-60,50-60,60,60
2,2,3,3,4,2,2,3,2,1,4,3,4,2,3,1,2,1969,1,1,10,1,2,45,45,45,45
3,2,3,3,1,1,1,3,3,1,3,3,3,2,2,1,1,1971,1,1,10,2,3,55,55,55,55
2,3,2,3,3,2,3,2,2,2,4,3,3,2,3,3,1,1975,1,1,10,3,3,55,55,55,55
4,2,3,4,2,1,1,4,3,2,4,4,3,3,4,4,2,1986,3,1,10,2,2,60,60,60,60
3,3,3,1,1,1,1,1,1,3,4,4,3,1,4,2,1,1956,1,1,10,3,5,45,45,45,45
2,1,2,3,3,3,2,2,3,3,2,2,2,1,1,1,2,1949,1,1,10,2,4,50,50,50,50
3,2,3,3,1,1,1,4,4,4,3,3,2,1,2,1,1,1950,1,1,10,2,6,70,70,70,70
3,1,1,1,2,1,1,1,4,1,3,2,2,1,1,1,2,1987,2,1,10,1,2,60,60,60,60
4,2,3,1,2,3,1,3,3,2,5,4,4,4,4,2,2,1990,2,1,10,2,2,60,60,60,60
3,3,2,4,2,2,2,3,3,3,4,4,4,3,3,2,2,1986,2,1,10,3,3,40,40,40,40
4,4,4,2,4,2,2,2,3,2,4,3,3,2,2,2,1,1964,1,1,10,2,1,70,70,70,70
3,3,3,2,2,1,1,3,3,2,3,3,3,1,2,2,1,1953,1,1,10,4,1,ca40,approx40,40,40
3,3,2,3,3,2,2,3,2,2,4,3,4,4,3,3,2,1986,2,1,10,4,3,40,40,40,40
2,3,3,3,3,1,1,3,3,2,4,4,4,3,3,4,2,1983,2,1,10,4,2,41,41,41,41
3,3,2,2,2,4,3,2,2,3,5,5,5,4,4,4,2,1954,2,1,10,3,2,60,60,60,60
3,2,1,4,1,1,1,3,3,3,3,4,4,1,2,1,1,1982,2,1,10,1,4,58-64,58-64,64,64
