ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Often,Seldom,Sometimes,Female,1961.0,Employed,Industry Field Service,Niedersachsen,50000 pop. aprox.,5. 4000 to 5000 eur,60,65.0,37.5,0
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1973.0,Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,30,53.0,45.8,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1978.0,Employed,Industry Technical Service,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,50,48.0,25.0,0
Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Often,Female,1985.0,Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,2. 1000 to 2000 eur,45,41.0,54.2,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Sometimes,Female,1978.0,Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,60,48.0,50.0,1
Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Seldom,Often,Often,Often,Often,Always,Female,1987.0,Employed,Slaughterhouse,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,38,39.0,70.8,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1966.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,30,60.0,41.7,0
Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Female,1959.0,Employed,Food Industry,Niedersachsen,100000 pop. aprox.,6. more than 5000 eur,42,67.0,37.5,0
Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Never,Never,Never,Seldom,Seldom,Sometimes,Male,1971.0,Self-Employed,Small Animal Medicine,Hamburg,5000 pop. aprox.,3. 2000 to 3000 eur,60,55.0,16.7,0
Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Often,Sometimes,Always,Always,Always,Often,Male,1980.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,65,46.0,83.3,1
Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Female,1987.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,60,39.0,41.7,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Always,Often,Female,1979.0,Self-Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,45,47.0,62.5,1
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Male,1964.0,Employed,Industry Field Service,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,50,62.0,50.0,1
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1981.0,Currently looking for a job,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,48,45.0,45.8,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1988.0,Employed,Research,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,45,38.0,45.8,0
Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Sometimes,Often,Always,Often,Often,Often,Female,1987.0,Unemployed by Choice,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,4. 3000 to 4000 eur,40,39.0,75.0,1
Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1977.0,Currently looking for a job,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,7,49.0,45.8,0
Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Never,Never,Sometimes,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,3. 2000 to 3000 eur,55,40.0,25.0,0
Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Sometimes,Sometimes,Often,Always,Always,Often,Female,1971.0,Self-Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,5. 4000 to 5000 eur,50,55.0,75.0,1
Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1960.0,Employed,Industry Field Service,Niedersachsen,5000 pop. aprox.,4. 3000 to 4000 eur,60,66.0,33.3,0
Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Seldom,Sometimes,Female,1970.0,Employed,Research,Berlin,100000 pop. aprox.,4. 3000 to 4000 eur,60,56.0,45.8,0
Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Seldom,Often,Sometimes,Seldom,Sometimes,Often,Female,1979.0,Employed,Slaughterhouse,Brandenburg,100000 pop. aprox.,3. 2000 to 3000 eur,45,47.0,50.0,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Male,1955.0,Self-Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,6. more than 5000 eur,50,71.0,37.5,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Female,1980.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,30,46.0,41.7,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,65,38.0,25.0,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1990.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,30,36.0,50.0,1
Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Sometimes,Often,Always,Always,Often,Often,Female,1989.0,Employed,Research,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,20,37.0,79.2,1
Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1979.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,3. 2000 to 3000 eur,60,47.0,33.3,0
Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Seldom,Sometimes,Sometimes,Always,Sometimes,Sometimes,Female,1970.0,Other,Zoo Animals,Schleswig-Holstein,50000 pop. aprox.,4. 3000 to 4000 eur,33,56.0,54.2,1
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Seldom,Sometimes,Often,Female,1962.0,Self-Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,4. 3000 to 4000 eur,40,64.0,54.2,1
Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Female,1990.0,Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,25,36.0,41.7,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Seldom,Seldom,Seldom,Female,1972.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,4. 3000 to 4000 eur,50,54.0,12.5,0
Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Seldom,Often,Sometimes,Often,Female,1959.0,Self-Employed,Farm Animals,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,48,67.0,54.2,1
Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Always,Sometimes,Seldom,Male,1955.0,Self-Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,4. 3000 to 4000 eur,50,71.0,58.3,1
Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Often,Often,Female,1989.0,Employed,Farm Animals,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,60,37.0,50.0,1
Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1988.0,Employed,Farm Animals,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,70,38.0,33.3,0
Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Sometimes,Often,Always,Always,Often,Often,Female,1988.0,Employed,Research,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,38.0,79.2,1
Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Seldom,Sometimes,Seldom,Often,Sometimes,Always,Male,1961.0,Self-Employed,Horses,Bavaria,20000 pop. aprox.,6. more than 5000 eur,60,65.0,54.2,1
Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Often,Female,1974.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,50,52.0,37.5,0
Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Always,Seldom,Often,Male,1987.0,Employed,Farm Animals,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,54.2,1
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Often,Seldom,Male,1990.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,1. less than 1000 eur,40,36.0,45.8,0
Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Seldom,Seldom,Often,Always,Sometimes,Often,Female,1980.0,Employed,Industry Field Service,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,44,46.0,58.3,1
Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1982.0,Other,Industry Field Service,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,41,44.0,50.0,1
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1978.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,60,48.0,33.3,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Often,Often,Often,Sometimes,Female,1985.0,Employed,Farm Animals,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,30,41.0,62.5,1
Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1967.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),50000 pop. aprox.,3. 2000 to 3000 eur,40,59.0,33.3,0
Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1977.0,Employed,Industry Field Service,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,20,49.0,25.0,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,58.3,1
Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Always,Often,Always,Female,1977.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),20000 pop. aprox.,3. 2000 to 3000 eur,60,49.0,83.3,1
Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Often,Often,Sometimes,Sometimes,Often,Female,1971.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,35,55.0,58.3,1
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Often,Often,Always,Always,Always,Always,Male,1961.0,Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,4. 3000 to 4000 eur,50,65.0,91.7,1
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Sometimes,Seldom,Female,1975.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,30,51.0,45.8,0
Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Often,Often,Always,Always,Often,Often,Female,1982.0,Self-Employed,Horses,Saxony (Sachsen),5000 pop. aprox.,6. more than 5000 eur,70,44.0,83.3,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1968.0,Self-Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,4. 3000 to 4000 eur,60,58.0,33.3,0
Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Never,Never,Seldom,Often,Female,1971.0,Medical Leave,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,35,55.0,25.0,0
Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Never,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1962.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,2. 1000 to 2000 eur,35,64.0,41.7,0
Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Sometimes,Often,Often,Always,Often,Often,Female,1961.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,4. 3000 to 4000 eur,50,65.0,75.0,1
Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Seldom,Often,Sometimes,Always,Female,1972.0,Self-Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,50,54.0,54.2,1
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Always,Always,Always,Always,Always,Female,1988.0,Employed,Research,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,45,38.0,91.7,1
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Male,1953.0,Self-Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,0,73.0,45.8,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Never,Sometimes,Seldom,Often,Female,1977.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,42,49.0,33.3,0
Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Male,1975.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,6. more than 5000 eur,70,51.0,33.3,0
Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Often,Often,Female,1965.0,Self-Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,4. 3000 to 4000 eur,40,61.0,70.8,1
Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Female,1977.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,30,49.0,37.5,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1986.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,70,40.0,41.7,0
Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1966.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,60,60.0,45.8,0
Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Often,Sometimes,Sometimes,Often,Often,Always,Female,1964.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,4. 3000 to 4000 eur,50,62.0,70.8,1
Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Often,Sometimes,Sometimes,Female,1963.0,Self-Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,3. 2000 to 3000 eur,60,63.0,45.8,0
Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Sometimes,Seldom,Often,Often,Sometimes,Often,Female,1987.0,Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,50,39.0,58.3,1
Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Never,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,60,41.0,25.0,0
Agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Always,Male,1963.0,Self-Employed,Small Animal Medicine,Mecklenburg-Vorpommern,50000 pop. aprox.,3. 2000 to 3000 eur,55,63.0,79.2,1
Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Often,Often,Sometimes,Always,Always,Always,Male,1954.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,5. 4000 to 5000 eur,60,72.0,83.3,1
Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Often,Sometimes,Always,Male,1968.0,Self-Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,5. 4000 to 5000 eur,60,58.0,50.0,1
Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1970.0,Self-Employed,Horses,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,60,56.0,45.8,0
Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Often,Female,1954.0,Self-Employed,Horses,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,70,72.0,45.8,0
Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1972.0,Employed,Industry Technical Service,Schleswig-Holstein,20000 pop. aprox.,1. less than 1000 eur,45,54.0,58.3,1
Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Seldom,Seldom,Often,Female,1975.0,Employed,Industry Field Service,Saxony (Sachsen),100000 pop. aprox.,5. 4000 to 5000 eur,42,51.0,45.8,0
Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Female,1961.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,2. 1000 to 2000 eur,50,65.0,33.3,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Female,1971.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,35,55.0,54.2,1
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Never,Never,Female,1978.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,2. 1000 to 2000 eur,60,48.0,0.0,0
Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Male,1970.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,45,56.0,33.3,0
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Often,Sometimes,Often,Always,Often,Often,Female,1982.0,Currently looking for a job,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,0,44.0,75.0,1
Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1976.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,40,50.0,50.0,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Never,Never,Never,Never,Never,Seldom,Male,1960.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,70,66.0,4.2,0
Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Female,1963.0,Employed,Other,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,20,63.0,58.3,1
Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Seldom,Often,Often,Sometimes,Sometimes,Often,Male,1979.0,Employed,Horses,North Rhine-Westphalia,5000 pop. aprox.,4. 3000 to 4000 eur,70,47.0,58.3,1
Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Never,Seldom,Seldom,Seldom,Sometimes,Female,1981.0,Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,2. 1000 to 2000 eur,50,45.0,25.0,0
Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Often,Often,Always,Often,Always,Female,1975.0,Employed,Industry Field Service,Niedersachsen,50000 pop. aprox.,4. 3000 to 4000 eur,45,51.0,75.0,1
Agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1979.0,Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,55,47.0,41.7,0
Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Sometimes,Seldom,Often,Female,1985.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,45,41.0,25.0,0
Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1983.0,Currently looking for a job,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,70,43.0,25.0,0
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Female,1979.0,Employed,Industry Field Service,Hessen,5000 pop. aprox.,3. 2000 to 3000 eur,40,47.0,41.7,0
