ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,age,CBI_SCORE,Burnout_Score
Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1960.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,2. 1000 to 2000 eur,40,66.0,29.2,0
Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Often,Male,1970.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,60,56.0,54.2,1
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Sometimes,Sometimes,Often,Always,Often,Always,Female,1982.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,2. 1000 to 2000 eur,30,44.0,75.0,1
Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Always,Always,Often,Always,Female,1967.0,Self-Employed,Horses,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,32,59.0,83.3,1
Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Sometimes,Often,Sometimes,Often,Often,Often,Female,1983.0,Employed,Farm Animals,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,40,43.0,66.7,1
Agree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Sometimes,Often,Often,Male,1997.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,42,29.0,62.5,1
Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Often,Always,Always,Often,Always,Always,Female,1986.0,Self-Employed,Horses,Hessen,5000 pop. aprox.,3. 2000 to 3000 eur,50,40.0,91.7,1
Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Sometimes,Seldom,Sometimes,Often,Often,Sometimes,Female,1989.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,42,37.0,54.2,1
Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Sometimes,Sometimes,Often,Always,Often,Always,Male,1960.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,70,66.0,75.0,1
Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Often,Often,Often,Often,Male,1967.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,40,59.0,70.8,1
Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Always,Female,1965.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,45,61.0,50.0,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Sometimes,Often,Female,1964.0,Self-Employed,Small Animal Medicine,Hessen,20000 pop. aprox.,6. more than 5000 eur,48,62.0,62.5,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1983.0,Unemployed by Choice,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,2. 1000 to 2000 eur,23,43.0,66.7,1
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Often,Always,Sometimes,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,2. 1000 to 2000 eur,45,40.0,54.2,1
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1969.0,Self-Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,35,57.0,41.7,0
Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1970.0,Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,20,56.0,54.2,1
Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Always,Female,1980.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,40,46.0,79.2,1
Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Sometimes,Seldom,Often,Always,Always,Always,Female,1973.0,Employed,Horses,Schleswig-Holstein,50000 pop. aprox.,2. 1000 to 2000 eur,40,53.0,75.0,1
Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Often,Often,Sometimes,Female,1985.0,Employed,Farm Animals,Hessen,50000 pop. aprox.,1. less than 1000 eur,20,41.0,45.8,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1983.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,2. 1000 to 2000 eur,45,43.0,25.0,0
Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Often,Always,Always,Often,Always,Male,1959.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,6. more than 5000 eur,50,67.0,83.3,1
Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Often,Often,Often,Sometimes,Always,Female,1989.0,Employed,Small Animal Medicine,Saxony (Sachsen),50000 pop. aprox.,2. 1000 to 2000 eur,54,37.0,66.7,1
Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Never,Never,Seldom,Seldom,Never,Seldom,Male,1981.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,60,45.0,12.5,0
Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,65,38.0,29.2,0
Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Male,1963.0,Self-Employed,Small Animal Medicine,Rheinland-Pfalz,5000 pop. aprox.,3. 2000 to 3000 eur,60,63.0,50.0,1
Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Seldom,Sometimes,Seldom,Often,Sometimes,Often,Female,1984.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,4. 3000 to 4000 eur,70,42.0,50.0,1
Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Sometimes,Sometimes,Often,Always,Always,Often,Female,1972.0,Employed,Small Animal Medicine,Saxony-Anhalt,100000 pop. aprox.,3. 2000 to 3000 eur,40,54.0,75.0,1
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,Sometimes,Seldom,Often,Female,1986.0,Employed,Small Animal Medicine,Rheinland-Pfalz,5000 pop. aprox.,2. 1000 to 2000 eur,42,40.0,54.2,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1973.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,40,53.0,33.3,0
Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1982.0,Self-Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,1. less than 1000 eur,25,44.0,41.7,0
Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Often,Sometimes,Sometimes,Often,Often,Often,Female,1956.0,Self-Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,2. 1000 to 2000 eur,60,70.0,66.7,1
Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Sometimes,Never,Sometimes,Female,1962.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,1. less than 1000 eur,45,64.0,25.0,0
Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Sometimes,Often,Sometimes,Sometimes,Male,1973.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,1. less than 1000 eur,20,53.0,50.0,1
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Male,1974.0,Self-Employed,Horses,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,0,52.0,41.7,0
Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Often,Female,1990.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,40,36.0,29.2,0
Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1979.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,60,47.0,25.0,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Often,Sometimes,Sometimes,Often,Female,1981.0,Employed,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,3. 2000 to 3000 eur,25,45.0,62.5,1
Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Often,Sometimes,Often,Female,1967.0,Self-Employed,Horses,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,60,59.0,62.5,1
Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Often,Often,Often,Always,Female,1972.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,4. 3000 to 4000 eur,42,54.0,62.5,1
Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Sometimes,Often,Often,Often,Sometimes,Always,Female,1964.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,4. 3000 to 4000 eur,50,62.0,70.8,1
Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Never,Never,Never,Never,Never,Never,Female,1986.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,30,40.0,0.0,0
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Female,1972.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,4. 3000 to 4000 eur,60,54.0,37.5,0
Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Seldom,Seldom,Seldom,Often,Seldom,Often,Female,1972.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,2. 1000 to 2000 eur,25,54.0,41.7,0
Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Often,Often,Often,Often,Sometimes,Often,Female,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,40,68.0,70.8,1
Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Sometimes,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1985.0,Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,5. 4000 to 5000 eur,40,41.0,33.3,0
Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Often,Often,Often,Often,Often,Always,Male,1961.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,50,65.0,79.2,1
Agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,Often,Often,Often,Male,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,4. 3000 to 4000 eur,45,68.0,70.8,1
Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1983.0,Employed,Horses,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,70,43.0,25.0,0
Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1976.0,Working in a non-veterinarian field,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,42,50.0,41.7,0
Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1960.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,4. 3000 to 4000 eur,0,66.0,25.0,0
Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1965.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,50,61.0,45.8,0
Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Sometimes,Always,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,50,62.0,70.8,1
Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Often,Always,Always,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,60,46.0,75.0,1
Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1981.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,50,45.0,45.8,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1982.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,70,44.0,25.0,0
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Seldom,Sometimes,Often,Often,Sometimes,Female,1981.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,4. 3000 to 4000 eur,52,45.0,50.0,1
Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Often,Sometimes,Sometimes,Sometimes,Always,Female,1982.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,30,44.0,58.3,1
Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Often,Often,Often,Female,1960.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,6. more than 5000 eur,40,66.0,62.5,1
Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Often,Always,Always,Often,Often,Always,Female,1981.0,Employed,Small Animal Medicine,Rheinland-Pfalz,5000 pop. aprox.,4. 3000 to 4000 eur,19,45.0,87.5,1
Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1984.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,40,42.0,45.8,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Often,Female,1959.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,40,67.0,45.8,0
Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Male,1974.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,52.0,37.5,0
Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Female,1962.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,1. less than 1000 eur,20,64.0,66.7,1
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Often,Always,Often,Often,Female,1988.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,3. 2000 to 3000 eur,55,38.0,70.8,1
Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Always,Often,Often,Male,1971.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,38,55.0,66.7,1
Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Seldom,Often,Seldom,Seldom,Seldom,Sometimes,Female,1979.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,50,47.0,37.5,0
Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1972.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,25,54.0,29.2,0
Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Often,Often,Always,Male,1965.0,Self-Employed,Horses,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,45,61.0,66.7,1
Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Seldom,Sometimes,Often,Always,Sometimes,Often,Male,1986.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,5. 4000 to 5000 eur,60,40.0,62.5,1
Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Often,Often,Often,Always,Always,Often,Female,1970.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,40,56.0,83.3,1
Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Often,Female,1968.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,58.0,45.8,0
Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Sometimes,Seldom,Often,Sometimes,Sometimes,Sometimes,Female,1961.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,40,65.0,50.0,1
Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Never,Seldom,Seldom,Seldom,Seldom,Always,Female,1985.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,2. 1000 to 2000 eur,80,41.0,33.3,0
Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Often,Sometimes,Sometimes,Often,Sometimes,Often,Female,1952.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,45,74.0,62.5,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1966.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,4. 3000 to 4000 eur,60,60.0,45.8,0
Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Never,Seldom,Seldom,Male,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,4. 3000 to 4000 eur,50,68.0,20.8,0
Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Often,Often,Often,Male,1953.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,50,73.0,75.0,1
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Seldom,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,45,46.0,29.2,0
Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1970.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,42,56.0,33.3,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1959.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,3. 2000 to 3000 eur,35,67.0,50.0,1
Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Often,Sometimes,Seldom,Seldom,Often,Female,1982.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,4. 3000 to 4000 eur,60,44.0,45.8,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Seldom,Often,Often,Always,Always,Often,Female,1970.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,4. 3000 to 4000 eur,35,56.0,75.0,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Seldom,Sometimes,Sometimes,Often,Often,Often,Male,1964.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,60,62.0,58.3,1
Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Seldom,Sometimes,Seldom,Often,Sometimes,Sometimes,Female,1984.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,35,42.0,45.8,0
Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Always,Female,1965.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,6. more than 5000 eur,50,61.0,45.8,0
Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Often,Female,1982.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,1. less than 1000 eur,50,44.0,54.2,1
Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1969.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,25,57.0,50.0,1
Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1952.0,Self-Employed,Horses,Bavaria,50000 pop. aprox.,4. 3000 to 4000 eur,40,74.0,25.0,0
Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Sometimes,Often,Often,Often,Always,Female,1976.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,55,50.0,70.8,1
Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1973.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,6. more than 5000 eur,60,53.0,25.0,0
Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Often,Sometimes,Always,Female,1969.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,2. 1000 to 2000 eur,45,57.0,54.2,1
Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Sometimes,Sometimes,Sometimes,Often,Often,Always,Male,1971.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,55,55.0,66.7,1
Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Sometimes,Sometimes,Male,1975.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,55,51.0,50.0,1
