ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
2,2,2,3,3,1,1,3,3,3,50,50,75,100,75,100,2,1975.0,1,1,15,2,3,50,75.0,1
4,3,3,2,3,2,2,2,2,1,0,25,25,25,25,50,1,1987.0,2,1,2,4,3,90,25.0,0
3,2,3,3,2,1,1,3,3,3,50,50,50,75,50,75,2,1970.0,2,1,9,1,2,50,58.33,0
3,3,3,2,4,3,2,2,2,1,0,25,50,100,75,25,2,1963.0,1,1,7,3,2,50,45.83,0
4,4,4,2,2,2,2,2,3,1,25,25,25,25,50,75,2,1987.0,2,1,10,4,2,45,37.5,0
2,3,3,2,3,2,2,1,2,1,25,25,25,50,50,75,2,1977.0,2,1,16,4,2,36,41.67,0
3,2,3,2,4,3,2,2,2,2,0,25,25,50,25,25,2,1966.0,1,2,15,1,2,50,25.0,0
3,3,3,3,2,2,2,2,3,2,25,50,50,50,50,50,2,1981.0,2,1,13,2,2,33,45.83,0
3,4,2,2,3,1,1,2,2,1,25,25,25,50,25,50,2,1977.0,2,1,11,3,3,80,33.33,0
3,3,2,3,4,3,2,3,3,2,50,50,75,75,75,75,2,1977.0,2,1,14,4,1,14,66.67,1
2,3,3,4,3,2,2,3,3,1,50,50,75,75,75,100,1,1987.0,2,2,2,2,1,35,70.83,1
3,3,3,3,2,3,3,3,2,2,25,25,50,50,50,75,1,1959.0,1,4,10,2,6,70,45.83,0
1,3,1,4,2,3,1,3,3,3,25,50,50,75,50,50,1,1940.0,7,4,14,1,2,0,50.0,0
4,4,3,4,3,1,1,3,3,2,25,50,50,75,75,50,2,1975.0,2,1,9,4,3,40,54.17,0
3,3,4,3,1,2,1,4,4,4,25,25,25,25,25,50,2,1965.0,1,1,7,3,6,70,29.17,0
3,2,3,3,3,2,2,3,3,3,50,50,75,75,50,100,2,1956.0,2,1,4,3,4,45,66.67,1
3,2,4,2,3,2,2,2,3,2,50,75,50,75,75,50,2,1982.0,1,1,13,2,2,32,62.5,0
2,3,2,4,1,1,1,4,4,4,50,75,25,50,50,50,2,1991.0,2,1,10,4,1,40,50.0,0
2,3,1,2,3,3,2,2,2,1,75,75,25,50,100,100,2,1983.0,2,1,15,2,2,59,70.83,1
3,3,2,2,2,2,2,3,3,3,50,75,75,100,50,50,2,1975.0,2,1,10,4,1,15,66.67,1
3,2,3,3,2,3,4,2,2,1,25,25,25,75,50,25,2,1981.0,2,1,2,3,3,60,37.5,0
4,3,3,3,2,1,1,3,3,3,25,25,50,75,50,100,2,1965.0,1,1,9,1,1,70,54.17,0
2,1,2,1,3,2,3,1,2,1,25,25,25,25,25,50,2,1988.0,5,1,9,4,1,35,29.17,0
3,3,2,4,4,1,1,3,1,2,50,75,50,50,50,100,2,1963.0,2,1,9,4,2,40,62.5,0
3,2,2,2,4,2,1,2,2,2,25,25,25,25,50,50,2,1986.0,2,2,1,1,2,51,33.33,0
2,2,2,1,4,3,2,1,2,1,25,25,25,50,25,25,2,1984.0,2,2,9,4,2,70,29.17,0
3,3,2,3,3,2,1,3,3,3,50,50,75,75,75,75,2,1981.0,2,1,10,3,3,55,66.67,1
3,2,3,3,2,2,1,2,3,3,50,50,50,75,75,75,1,1960.0,1,1,2,1,5,70,62.5,0
2,3,2,1,4,1,2,1,1,2,25,25,50,75,50,100,2,1977.0,1,1,2,1,2,55,54.17,0
4,4,4,2,3,2,1,1,1,1,25,25,25,25,25,50,2,1977.0,2,1,7,3,2,60,29.17,0
4,3,3,3,2,1,1,4,3,1,50,50,25,75,50,100,2,1984.0,2,2,15,1,2,30,58.33,0
3,4,4,2,2,2,2,2,3,2,25,25,25,50,50,50,2,1968.0,2,1,2,4,3,50,37.5,0
2,2,2,2,3,1,1,2,1,3,25,25,25,50,25,50,2,1986.0,2,1,9,4,3,43,33.33,0
4,4,2,2,3,2,2,3,2,2,50,75,75,50,50,50,2,1977.0,9,1,13,4,1,35,58.33,0
3,3,3,3,3,2,2,3,2,3,25,25,25,50,25,25,2,1981.0,2,1,4,3,3,35,29.17,0
4,3,3,3,3,3,1,3,3,3,25,25,50,25,25,25,1,1960.0,1,1,15,1,6,65,29.17,0
4,3,3,2,3,2,2,2,3,4,50,50,50,50,50,75,2,1972.0,2,1,9,4,6,45,54.17,0
3,2,3,3,3,1,1,2,2,2,25,50,25,25,25,75,2,1966.0,2,2,10,2,5,60,37.5,0
3,3,3,3,3,2,1,3,3,3,50,75,50,100,50,75,2,1977.0,2,1,2,1,4,45,66.67,1
3,3,3,1,4,2,2,2,1,3,25,50,25,75,50,75,2,1955.0,2,2,1,2,5,42,50.0,0
3,2,2,3,4,2,1,3,2,2,25,75,25,100,75,50,1,1975.0,2,1,2,1,5,42,58.33,0
4,4,4,3,2,3,1,2,2,2,25,25,25,50,50,50,1,1970.0,2,1,2,4,5,50,37.5,0
4,4,4,2,3,2,2,3,3,3,50,50,50,50,50,50,2,1972.0,2,1,2,1,4,42,50.0,0
3,4,4,4,4,4,2,4,2,1,25,25,25,50,25,25,1,1970.0,2,1,1,2,5,46,29.17,0
3,3,3,3,2,3,1,3,3,3,50,75,50,50,50,75,2,1971.0,2,1,2,3,4,44,58.33,0
4,4,4,1,4,4,2,1,1,1,25,25,25,25,25,50,2,1988.0,2,1,2,1,3,45,29.17,0
3,3,2,3,4,3,2,3,2,2,50,75,100,100,75,75,1,1972.0,2,1,1,3,5,41,79.17,1
3,2,3,4,3,1,1,3,3,3,25,50,75,100,50,75,1,1951.0,2,1,2,4,6,55,62.5,0
4,3,3,3,3,2,1,2,2,2,0,25,25,50,25,50,2,1989.0,2,1,10,3,2,70,29.17,0
2,2,2,2,2,2,2,2,3,3,50,50,75,75,75,75,1,1959.0,2,1,5,4,4,40,66.67,1
3,4,4,3,3,3,1,3,3,3,25,50,25,50,50,25,1,1962.0,9,1,1,1,1,50,37.5,0
3,3,3,3,2,2,2,3,3,3,25,25,50,50,25,25,2,1966.0,9,1,2,1,6,42,33.33,0
2,2,2,3,2,2,1,3,2,2,25,50,75,75,50,75,2,1982.0,2,1,15,1,2,30,58.33,0
3,4,4,3,4,3,2,3,3,3,25,50,75,50,50,50,2,1964.0,2,2,10,4,4,42,50.0,0
3,3,3,3,3,2,1,3,2,2,25,25,25,50,50,25,2,1973.0,2,1,2,4,3,50,33.33,0
3,4,4,3,2,2,1,4,4,4,50,50,75,100,75,100,2,1965.0,2,1,6,4,6,42,75.0,1
1,2,1,3,2,2,2,3,3,3,25,50,25,25,50,75,2,1977.0,2,1,2,2,2,24,41.67,0
3,3,3,4,2,3,2,3,3,3,50,75,50,75,75,50,2,1969.0,2,1,6,4,5,45,62.5,0
3,3,2,3,2,1,1,3,3,3,50,50,50,75,50,75,2,1984.0,2,1,15,2,3,42,58.33,0
2,2,3,3,2,3,3,2,2,3,25,25,25,50,25,25,1,1961.0,2,1,6,4,4,45,29.17,0
2,2,2,2,3,3,3,2,2,2,25,75,50,25,50,50,2,1993.0,2,1,1,4,2,40,45.83,0
3,2,3,3,3,2,2,3,3,3,25,25,25,50,50,75,2,1964.0,2,1,2,1,2,18,41.67,0
2,4,3,3,3,3,2,3,2,2,50,50,25,25,25,25,1,1964.0,1,1,10,4,6,40,33.33,0
3,2,3,4,2,1,1,2,3,1,75,25,100,100,50,100,1,1990.0,2,2,9,1,2,45,75.0,1
2,2,3,4,1,2,1,3,3,3,50,100,100,100,100,100,2,1991.0,2,2,10,3,1,12,91.67,1
3,3,3,3,2,2,2,2,3,2,50,75,75,100,100,75,1,1956.0,9,1,2,2,1,40,79.17,1
3,3,4,1,4,3,1,2,2,3,50,75,50,50,50,50,2,1965.0,2,1,1,1,4,45,54.17,0
3,4,4,3,3,2,1,3,2,2,50,50,100,100,100,100,1,1972.0,2,1,1,3,4,43,83.33,1
3,3,4,1,4,3,3,1,2,2,0,25,25,25,25,25,2,1965.0,2,1,10,2,2,20,20.83,0
2,2,2,2,3,2,1,2,2,3,25,50,75,75,50,50,2,1970.0,9,1,1,1,4,31,54.17,0
2,2,2,2,3,3,3,3,3,2,25,25,50,50,50,75,2,1989.0,2,1,13,4,1,35,45.83,0
4,4,3,2,3,3,3,2,2,2,25,50,50,50,50,75,2,1983.0,2,1,2,2,4,45,50.0,0
3,4,4,3,3,3,1,3,2,3,50,50,25,50,25,75,2,1961.0,2,1,10,1,3,32,45.83,0
3,2,2,3,2,1,2,3,3,1,50,50,75,75,75,100,2,1987.0,2,1,4,4,1,25,70.83,1
3,4,3,3,3,1,1,3,2,3,25,50,50,50,75,75,2,1978.0,2,2,8,1,3,35,54.17,0
3,3,3,3,3,2,2,3,2,3,50,50,50,50,75,75,2,1967.0,2,1,9,3,2,24,58.33,0
4,3,3,2,4,3,2,1,2,2,25,25,75,75,50,75,2,1983.0,2,1,2,1,3,52,54.17,0
2,2,4,3,4,3,1,2,2,2,50,75,75,75,75,100,2,1981.0,9,1,2,1,4,30,75.0,1
4,4,3,2,4,4,2,1,1,1,25,50,75,75,50,75,1,1984.0,2,1,2,4,3,60,58.33,0
2,3,3,2,4,3,2,2,2,3,50,75,50,100,75,75,2,1976.0,2,1,1,4,3,45,70.83,1
4,4,4,3,3,2,3,2,2,2,50,50,50,50,50,75,2,1986.0,2,1,3,1,3,65,54.17,0
3,3,4,3,2,2,2,3,3,3,25,25,25,75,50,50,2,1969.0,2,1,8,2,1,40,41.67,0
2,3,3,2,3,2,1,1,3,3,25,25,0,25,0,25,2,1959.0,2,2,9,1,3,25,16.67,0
3,3,4,3,3,3,2,3,3,2,50,50,75,75,50,75,1,1954.0,1,1,1,1,1,60,62.5,0
3,3,3,3,2,2,2,4,4,4,75,75,100,100,75,75,2,1976.0,2,1,1,3,4,39,83.33,1
3,3,3,3,4,1,1,3,3,2,25,25,75,75,75,50,1,1960.0,9,1,2,1,4,40,54.17,0
4,4,4,3,3,3,1,1,2,1,25,25,25,25,25,50,2,1974.0,1,1,2,2,5,40,29.17,0
3,3,3,3,2,3,1,3,3,3,25,75,50,50,50,75,1,1951.0,2,1,15,1,5,42,54.17,0
3,2,2,1,3,2,3,1,1,1,25,50,50,75,100,75,2,1988.0,2,1,13,4,1,44,62.5,0
2,1,2,2,3,3,1,2,2,3,75,75,100,100,100,100,2,1977.0,2,2,14,4,3,40,91.67,1
2,3,3,3,2,1,2,3,3,3,50,50,50,50,75,75,2,1981.0,2,1,1,2,3,20,58.33,0
4,4,4,1,3,3,2,1,2,3,25,25,25,25,25,0,2,1963.0,2,1,11,1,4,35,20.83,0
2,4,3,2,4,2,1,2,2,2,25,50,25,75,75,75,2,1970.0,2,1,2,1,4,40,54.17,0
3,3,3,3,2,3,1,2,3,3,50,50,50,75,75,75,1,1965.0,2,1,15,3,1,41,62.5,0
4,3,3,2,3,1,1,2,3,1,25,50,25,50,25,25,2,1985.0,2,1,1,1,2,42,33.33,0
4,3,3,2,2,2,2,2,3,3,50,75,75,100,75,75,1,1952.0,2,2,10,4,6,47,75.0,1
4,4,4,2,4,3,1,2,1,2,25,25,25,100,25,100,1,1955.0,2,1,2,3,5,45,50.0,0
4,4,4,1,3,3,2,1,1,1,25,50,50,75,50,75,2,1977.0,9,1,2,2,2,60,54.17,0
2,2,3,3,3,2,1,3,2,3,50,50,75,75,75,75,2,1970.0,9,1,2,1,3,30,66.67,1
3,3,3,4,2,2,3,2,3,3,50,50,75,100,75,75,2,1985.0,2,1,2,4,3,50,70.83,1
3,3,3,3,3,1,1,2,3,3,25,50,50,75,50,75,2,1973.0,2,1,2,1,2,16,54.17,0
3,3,3,2,3,3,2,2,2,3,25,25,50,75,75,100,2,1972.0,2,1,2,1,1,35,58.33,0
3,3,4,1,3,3,2,2,2,2,0,25,25,50,25,25,1,1960.0,2,1,4,1,1,50,25.0,0
3,2,4,2,1,3,1,2,3,2,50,50,25,25,25,75,1,1972.0,1,1,10,4,3,50,41.67,0
4,3,4,3,3,2,2,2,3,2,25,50,25,75,50,50,2,1962.0,2,1,10,2,4,46,45.83,0
3,3,3,3,3,3,3,3,2,3,25,25,75,25,25,25,2,1958.0,2,1,4,1,2,20,33.33,0
2,3,2,2,3,2,2,1,3,3,75,25,75,75,75,50,1,1971.0,2,1,1,3,5,48,62.5,0
4,4,4,3,2,3,2,3,3,3,50,75,75,25,75,75,2,1962.0,2,1,2,4,3,23,62.5,0
2,3,3,4,3,4,4,3,2,3,50,50,50,50,50,75,2,1988.0,2,1,2,4,3,45,54.17,0
2,3,3,4,3,4,4,4,3,3,50,75,75,100,100,100,2,1977.0,2,1,2,1,1,40,83.33,1
2,3,2,3,3,4,4,2,1,3,25,25,25,25,25,25,2,1983.0,2,1,2,4,3,50,25.0,0
1,2,2,3,2,1,1,3,3,3,50,75,75,75,75,75,1,1972.0,2,1,2,1,5,42,70.83,1
2,2,3,3,3,2,2,3,2,2,50,50,75,100,50,75,2,1966.0,1,1,2,1,1,40,66.67,1
3,3,4,3,2,3,1,3,2,3,25,25,25,25,25,50,2,1963.0,2,2,15,2,5,40,29.17,0
4,4,4,3,2,2,2,2,3,1,0,0,0,0,0,0,2,1984.0,2,2,3,1,2,70,0.0,0
2,3,3,3,2,2,3,2,2,1,25,50,75,50,75,75,2,1988.0,2,1,10,4,2,50,58.33,0
3,3,3,3,2,2,1,3,3,3,25,50,25,50,25,25,2,1974.0,2,1,2,3,3,40,33.33,0
3,3,3,2,4,3,2,2,2,2,25,25,25,25,25,25,1,1969.0,2,1,2,3,5,45,25.0,0
3,4,4,2,2,4,3,2,3,3,25,25,50,75,50,50,2,1965.0,2,1,2,2,4,50,45.83,0
2,3,3,3,4,2,1,3,3,3,25,50,50,50,50,75,1,1963.0,1,1,2,1,3,40,50.0,0
3,4,3,2,3,2,3,2,2,2,25,50,50,75,50,100,1,1986.0,2,1,1,1,3,55,58.33,0
3,2,2,2,2,1,1,2,3,2,50,50,50,75,75,75,2,1990.0,2,1,9,4,1,50,62.5,0
2,3,3,2,3,2,2,1,1,1,25,25,25,25,25,50,2,1984.0,2,1,1,2,3,60,29.17,0
3,2,2,3,2,1,1,3,3,2,50,50,75,75,75,75,1,1990.0,2,2,9,4,1,50,66.67,1
3,4,4,3,3,3,1,2,3,2,50,75,25,75,50,100,2,1960.0,2,1,2,1,6,50,62.5,0
3,3,3,2,3,2,2,2,2,2,25,25,25,25,25,25,2,1986.0,2,1,10,4,2,70,25.0,0
3,3,4,3,1,1,1,3,3,3,50,50,75,75,50,100,2,1990.0,2,1,9,4,1,25,66.67,1
3,2,3,3,3,1,1,3,3,3,25,50,50,75,50,50,1,1954.0,2,1,10,2,5,40,50.0,0
4,4,2,4,2,1,1,4,3,3,25,25,75,75,50,75,2,1959.0,2,1,6,4,5,42,54.17,0
4,3,4,2,3,3,2,2,2,2,50,50,75,75,50,75,2,1959.0,2,2,14,4,4,50,62.5,0
4,4,4,3,3,3,1,1,1,1,25,25,0,0,25,25,2,1971.0,2,3,2,1,2,25,16.67,0
3,2,2,3,3,3,2,2,2,1,25,50,100,75,75,75,2,1989.0,2,1,13,4,1,42,66.67,1
4,4,4,3,3,1,1,4,3,3,50,50,50,25,25,75,2,1984.0,2,1,2,4,3,50,45.83,0
3,3,3,3,2,2,2,3,3,3,25,75,75,100,75,100,2,1983.0,2,1,2,4,3,41,75.0,1
3,4,4,2,2,3,1,2,3,2,25,50,75,50,25,75,2,1957.0,2,1,9,4,5,60,50.0,0
2,2,2,2,3,2,3,2,3,4,50,75,75,100,75,100,2,1989.0,2,2,2,4,4,47,79.17,1
3,2,2,3,2,2,2,3,3,3,50,75,75,75,75,75,2,1989.0,2,1,4,4,2,25,70.83,1
1,1,1,4,2,2,3,3,3,3,75,75,75,100,75,75,2,1988.0,2,1,2,1,3,40,79.17,1
4,4,4,2,4,3,2,2,2,1,25,25,50,25,25,25,2,1992.0,2,1,3,4,1,50,29.17,0
3,3,3,2,2,2,1,3,3,3,25,50,75,100,75,50,2,1970.0,1,1,10,2,5,65,62.5,0
2,2,2,3,2,2,3,3,3,4,25,25,50,25,25,75,2,1988.0,2,2,2,4,4,47,37.5,0
1,1,3,3,3,2,2,3,2,3,50,75,75,75,75,100,2,1975.0,2,1,9,1,3,40,75.0,1
3,3,3,2,2,2,3,1,3,3,25,50,50,50,50,75,2,1978.0,2,1,1,3,3,30,50.0,0
3,3,3,3,2,2,1,3,3,3,50,50,75,75,50,75,1,1960.0,2,1,4,2,4,40,62.5,0
3,3,4,3,2,3,1,2,2,3,25,50,75,75,50,75,2,1977.0,2,1,2,1,3,20,58.33,0
3,4,3,2,3,3,3,3,3,2,25,50,75,50,50,75,2,1990.0,2,1,13,4,1,45,54.17,0
2,2,3,2,2,3,2,2,3,1,25,25,25,25,25,50,2,1965.0,1,1,10,3,3,40,29.17,0
1,3,3,3,3,2,1,3,3,3,50,75,75,100,75,75,1,1959.0,2,1,2,2,6,40,75.0,1
4,4,4,2,4,3,1,2,3,1,50,75,50,75,50,75,1,1960.0,2,1,14,1,3,50,62.5,0
3,3,3,2,2,2,2,2,3,1,0,25,50,50,25,100,2,1986.0,2,4,9,4,2,30,41.67,0
3,4,4,1,2,3,1,2,3,3,25,25,50,100,75,100,2,1968.0,2,1,10,3,4,60,62.5,0
3,3,3,3,3,2,2,2,2,3,25,50,50,50,25,0,2,1986.0,2,3,10,1,3,40,33.33,0
3,3,3,1,2,2,1,1,3,1,25,50,50,50,50,75,2,1985.0,2,2,10,4,2,45,50.0,0
4,3,4,3,3,3,1,2,2,2,0,25,25,25,25,50,2,1969.0,9,1,2,1,3,43,25.0,0
3,3,4,2,2,2,1,2,3,2,25,25,50,50,50,75,2,1981.0,2,2,11,1,2,50,45.83,0
3,4,4,2,3,4,2,3,3,3,0,25,0,25,25,50,2,1970.0,2,1,2,1,5,40,20.83,0
2,2,3,3,4,1,2,3,2,3,50,75,100,100,100,100,2,1962.0,2,1,2,2,3,30,87.5,1
3,3,2,2,3,2,4,2,2,3,25,50,100,75,50,50,2,1985.0,2,1,13,4,3,50,58.33,0
4,4,2,3,2,2,2,3,3,2,25,25,50,75,50,50,2,1983.0,2,1,2,4,3,43,45.83,0
3,3,4,3,2,3,1,3,3,3,25,25,50,50,50,75,2,1962.0,1,1,10,2,4,50,45.83,0
3,3,2,1,1,1,1,2,3,1,25,50,25,25,25,75,2,1986.0,2,1,15,1,3,50,37.5,0
4,4,4,2,3,3,2,2,2,2,25,25,25,50,25,25,2,1984.0,2,2,10,4,3,60,29.17,0
3,3,2,1,4,2,2,1,1,1,25,25,0,25,25,50,2,1988.0,5,2,2,1,2,60,25.0,0
2,3,1,2,4,2,2,2,1,1,25,25,25,75,25,50,2,1974.0,2,1,2,1,1,20,37.5,0
3,3,2,2,3,3,3,2,3,2,25,25,25,25,25,25,2,1953.0,1,1,13,1,1,50,25.0,0
4,3,3,2,2,2,1,2,2,2,25,25,50,50,25,50,2,1988.0,2,1,13,3,2,50,37.5,0
2,1,1,1,4,3,3,2,1,1,50,50,50,75,75,75,2,1962.0,1,3,2,1,3,50,62.5,0
3,3,4,2,4,3,1,2,2,2,25,25,50,50,50,50,2,1962.0,2,2,14,1,3,50,41.67,0
3,4,2,3,2,3,1,3,2,1,0,0,0,75,25,25,1,1958.0,1,1,10,3,6,80,20.83,0
4,4,4,2,2,2,1,2,3,3,50,75,50,75,50,25,2,1958.0,2,1,9,2,6,43,54.17,0
3,2,2,1,4,3,2,1,1,1,25,25,50,50,50,75,2,1978.0,1,2,2,1,3,80,45.83,0
4,3,3,1,2,4,4,1,2,2,25,25,25,25,25,25,1,1968.0,8,4,10,3,3,50,25.0,0
4,3,4,2,2,4,2,2,3,3,25,50,50,50,50,50,2,1961.0,9,1,1,2,4,50,45.83,0
1,3,2,1,3,3,2,2,3,3,25,50,75,75,75,50,1,1977.0,2,1,1,1,4,40,58.33,0
2,3,3,3,2,3,3,3,3,3,50,75,75,75,50,75,2,1985.0,2,1,1,3,3,41,66.67,1
4,4,4,4,1,1,1,4,4,4,75,50,50,100,75,100,1,1965.0,1,3,13,3,6,70,75.0,1
2,4,3,3,2,2,2,3,3,3,25,50,25,25,25,50,1,1981.0,2,1,1,4,3,41,33.33,0
3,3,3,2,3,2,2,2,3,2,0,0,50,50,50,50,2,1978.0,2,1,13,4,3,35,33.33,0
4,4,4,3,3,1,1,4,3,4,25,25,25,0,0,25,2,1987.0,3,1,13,1,3,55,16.67,0
3,3,3,3,4,3,1,1,1,1,50,25,50,50,50,100,2,1981.0,2,1,1,1,3,41,54.17,0
2,3,3,4,1,1,1,4,4,4,25,75,50,75,50,75,1,1963.0,2,1,9,3,5,45,58.33,0
3,3,4,3,4,3,2,2,2,2,25,25,50,50,50,50,1,1953.0,2,1,2,2,1,50,41.67,0
3,3,4,3,4,4,1,3,3,3,25,25,25,25,25,25,2,1973.0,2,1,2,1,4,28,25.0,0
3,3,3,4,2,1,2,3,3,3,50,50,25,75,50,50,1,1978.0,2,1,9,2,3,42,50.0,0
2,3,2,2,3,2,2,2,3,3,50,75,50,100,75,100,2,1969.0,2,1,10,2,3,40,75.0,1
2,2,3,4,3,2,2,4,3,3,50,50,75,100,50,75,1,1969.0,2,2,4,1,4,50,66.67,1
3,4,3,3,4,3,1,3,2,2,25,50,75,100,100,50,1,1957.0,2,1,6,4,4,40,66.67,1
2,3,3,3,1,1,1,2,3,3,50,50,50,50,50,50,1,1969.0,2,1,13,4,3,40,50.0,0
3,3,2,3,3,3,2,3,3,2,25,50,50,50,50,50,2,1982.0,2,1,2,4,4,50,45.83,0
4,4,2,3,3,2,2,2,2,1,25,25,25,75,50,100,1,1960.0,1,1,7,2,6,50,50.0,0
3,3,3,2,2,1,1,2,3,3,50,50,50,75,50,75,1,1964.0,2,1,2,1,5,40,58.33,0
3,3,3,3,3,3,2,2,2,2,25,25,50,75,50,75,1,1964.0,2,1,2,2,2,20,50.0,0
4,3,4,4,4,3,1,1,1,2,25,50,50,100,75,75,1,1969.0,2,1,1,4,4,45,62.5,0
2,3,3,3,3,3,3,2,3,3,25,25,50,75,50,75,2,1981.0,2,1,2,3,2,21,50.0,0
3,3,4,3,2,3,1,3,3,3,25,25,25,50,25,50,1,1961.0,1,1,13,2,3,65,33.33,0
4,2,4,3,1,2,1,4,4,1,50,50,75,100,100,75,1,1967.0,1,1,2,1,5,60,75.0,1
2,2,2,3,2,1,1,3,3,3,25,50,75,100,50,100,1,1953.0,2,2,11,1,5,30,66.67,1
3,3,3,3,1,2,1,4,4,4,75,75,50,100,75,100,1,1959.0,1,1,10,4,6,55,79.17,1
3,3,3,4,3,2,1,3,2,2,50,50,50,75,50,75,2,1975.0,2,1,2,1,4,40,58.33,0
3,3,3,2,3,3,3,2,2,2,25,25,25,25,25,50,2,1954.0,1,1,10,4,3,50,29.17,0
3,2,2,3,2,3,3,3,2,3,50,75,75,75,75,75,2,1965.0,2,1,10,1,2,30,70.83,1
3,2,3,3,3,2,2,3,3,3,50,50,75,100,75,75,1,1956.0,2,2,10,2,6,60,70.83,1
3,3,4,3,3,2,2,3,3,3,50,75,50,50,50,50,2,1969.0,2,1,1,2,4,40,54.17,0
3,4,4,1,4,4,1,1,1,2,25,50,25,25,50,50,2,1970.0,2,1,2,4,5,45,37.5,0
2,3,2,3,3,1,1,3,3,2,25,50,75,100,50,75,2,1979.0,2,1,2,2,3,40,62.5,0
3,2,3,3,2,1,1,3,3,3,75,75,75,75,50,75,2,1974.0,2,1,9,4,6,42,70.83,1
3,4,4,1,4,3,1,1,1,4,25,50,50,50,50,50,2,1975.0,2,1,14,2,4,40,45.83,0
4,2,3,3,2,1,1,2,3,2,75,50,75,100,100,100,2,1990.0,2,1,9,1,3,60,83.33,1
3,3,3,1,3,3,3,2,3,3,25,50,25,50,75,75,2,1981.0,4,1,2,2,4,44,50.0,0
3,2,2,3,3,2,2,3,3,2,25,50,75,75,50,75,2,1982.0,2,1,2,3,1,10,58.33,0
3,3,3,2,3,3,2,1,2,2,0,25,0,25,25,25,1,1963.0,1,1,10,4,4,40,16.67,0
3,3,4,3,3,1,1,2,2,2,25,50,25,50,50,100,2,1968.0,2,1,7,1,5,55,50.0,0
3,3,2,3,3,2,1,2,3,1,50,75,25,0,0,25,2,1974.0,2,1,3,3,3,42,29.17,0
3,2,3,3,3,1,1,2,2,2,50,50,50,100,100,75,2,1977.0,2,2,2,4,3,40,70.83,1
3,4,4,2,2,2,1,2,2,3,25,50,25,25,25,25,1,1971.0,2,1,2,4,4,50,29.17,0
3,4,4,1,1,2,1,2,3,2,25,50,75,50,50,75,2,1968.0,9,1,14,1,1,40,54.17,0
3,3,3,1,3,3,3,1,1,2,25,50,25,50,50,50,2,1960.0,2,1,14,2,4,50,41.67,0
2,3,2,1,4,3,2,1,1,2,25,25,50,50,50,50,2,1979.0,2,1,1,2,3,40,41.67,0
3,2,3,3,3,2,2,3,3,2,50,50,50,50,50,50,2,1987.0,2,2,2,1,3,60,50.0,0
3,3,3,2,4,3,3,1,1,1,25,25,25,50,50,75,2,1987.0,2,1,3,4,2,55,41.67,0
2,4,3,2,3,2,1,2,3,3,25,25,25,50,50,50,2,1971.0,2,1,1,1,3,25,37.5,0
3,4,3,1,3,3,1,1,2,2,25,50,25,25,50,50,1,1953.0,2,2,1,1,4,43,37.5,0
2,4,2,1,2,2,2,1,2,2,25,25,75,50,50,50,2,1986.0,9,1,9,1,1,40,45.83,0
3,2,2,3,3,3,3,2,2,2,25,50,50,75,75,100,2,1991.0,2,1,1,2,2,0,62.5,0
2,2,3,2,2,2,2,2,3,3,25,75,100,100,25,50,2,1991.0,2,1,9,2,2,30,62.5,0
3,2,2,3,4,2,2,3,2,2,25,25,50,50,50,50,2,1987.0,2,1,9,1,3,70,41.67,0
3,3,2,2,3,2,2,2,1,2,25,25,25,25,25,50,1,1963.0,2,1,2,4,4,45,29.17,0
2,2,3,1,3,2,2,1,3,2,25,25,25,25,25,50,2,1981.0,2,2,9,3,2,50,29.17,0
4,3,2,1,3,1,1,1,2,1,50,25,25,50,50,75,2,1987.0,3,1,7,2,2,30,45.83,0
3,3,4,2,4,3,2,1,2,1,25,25,0,25,25,50,2,1979.0,2,1,9,1,2,60,25.0,0
4,4,4,2,3,3,1,1,1,1,25,25,25,25,25,50,2,1986.0,2,1,7,1,3,60,29.17,0
3,3,2,2,3,2,2,2,3,1,25,50,25,50,25,50,2,1989.0,2,1,2,4,2,43,37.5,0
4,2,2,3,3,3,3,3,2,2,25,25,25,25,50,75,2,1988.0,2,1,1,1,2,60,37.5,0
3,2,2,1,2,2,2,3,3,1,25,50,75,75,50,75,2,1987.0,2,1,7,3,1,50,58.33,0
3,2,3,3,4,4,4,1,1,1,25,50,50,50,25,25,2,1984.0,2,2,1,1,3,50,37.5,0
4,3,3,2,3,3,2,2,2,1,25,25,25,25,25,25,2,1985.0,2,3,2,1,2,70,25.0,0
3,3,3,2,3,2,1,2,2,2,25,25,25,75,25,75,2,1980.0,2,1,2,4,2,40,41.67,0
3,4,3,1,4,4,4,1,1,3,25,25,25,100,50,75,2,1981.0,4,1,2,2,3,40,50.0,0
4,3,3,2,2,2,2,2,2,1,25,25,25,50,25,50,2,1979.0,2,1,7,2,2,60,33.33,0
3,2,3,2,2,2,1,3,3,2,75,75,100,75,75,75,2,1989.0,2,1,1,1,2,40,79.17,1
3,3,3,2,4,3,2,1,2,2,50,50,25,25,25,50,2,1986.0,2,1,2,4,2,55,37.5,0
3,3,2,2,4,4,3,2,2,1,25,25,25,25,25,75,2,1987.0,2,2,4,4,2,50,33.33,0
4,4,4,2,2,3,2,2,2,2,25,50,25,50,50,50,2,1977.0,2,1,10,4,2,40,41.67,0
